jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration
Overall,2019-03-07 17:00:00,Joshua McLean,8 Bits to Infinity ~ Platformer Week,114,0,37,2019-03-01 17:00:00,https://www.itch.io/jam/platformer-week,y,144.0
Overall||Respect of the Themes||Respect of the Constraint||Game Play||Game Design||Musics||Sounds||Graphics,2018-05-31 17:00:00,T-Team||Weekly Game Jam,Games Factory Jam & Weekly Game Jam,91,70,20,2018-05-25 17:00:00,https://www.itch.io/jam/games-factory-4,y,144.0
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2017-11-30 16:59:59,PouleyKetchoup||Weekly Game Jam||Nekomatata,Weekly Game Jam - Week 20,53,56,10,2017-11-24 16:59:59,https://www.itch.io/jam/weekly-game-jam-20,y,144.0
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-08-22 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 110,196,371,56,2019-08-16 17:00:00,https://www.itch.io/jam/weekly-game-jam-110,y,144.0
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-06-13 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 100,239,517,69,2019-06-07 17:00:00,https://www.itch.io/jam/weekly-game-jam-100,y,144.0
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-11-15 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 70,56,48,14,2018-11-09 17:00:00,https://www.itch.io/jam/weekly-game-jam-70,y,144.0
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-04-19 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 40,70,122,19,2018-04-13 17:00:00,https://www.itch.io/jam/weekly-game-jam-40,y,144.0
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-06-28 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 50,126,314,41,2018-06-22 17:00:00,https://www.itch.io/jam/weekly-game-jam-50,y,144.0
Overall||Graphics||Audio||Fun||Innovation||Technical||Theme,2019-04-11 17:00:00,Joshua McLean,8 Bits to Infinity ~ Two Button Jam,241,0,66,2019-04-05 17:00:00,https://www.itch.io/jam/2buttonjam,y,144.0
Overall||Fun||Creativity||Polish||Theme,2017-08-10 00:00:00,ViolentCrumble,GDL Anniversary Jam,61,111,11,2017-08-04 00:00:00,https://www.itch.io/jam/gdl-anniversary-jam,y,144.0
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-04-04 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 90,151,127,42,2019-03-29 17:00:00,https://www.itch.io/jam/weekly-game-jam-90,y,144.0
Overall,2019-01-07 06:15:00,CowCat,2019 New Years Jam,99,0,19,2019-01-01 04:15:00,https://www.itch.io/jam/2019-new-year,y,146.0
Overall,2016-06-26 22:00:00,avaugoux,Biodesign and the City!,20,0,11,2016-06-20 15:00:00,https://www.itch.io/jam/biodesign-and-the-city,y,151.0
Overall||Gamplay/Fun||Art,2017-06-04 22:59:59,Scared Square Games,PaperJam,136,43,20,2017-05-29 08:00:00,https://www.itch.io/jam/paperjam,y,158.99972222222223
Overall||Creativity||Use of Bolt,2018-08-13 03:00:00,Ludiq||ludiq-andy||Yloon,BoltJam #1,41,0,14,2018-08-06 12:00:00,https://www.itch.io/jam/boltjam-1-,y,159.0
Overall||What would you rate this submission?||How minimalistic was it?,2017-07-10 04:59:59,Water Flare,Minimalistic Jam,64,209,24,2017-07-03 13:30:00,https://www.itch.io/jam/minimalistic-jam,y,159.49972222222223
Overall||Graphics||Sound||Gameplay||Overall Bad||Overall Good||Modifier,2018-08-05 19:00:00,Ned Reid,'So bad it's good' Jam 2018,131,318,35,2018-07-29 23:00:00,https://www.itch.io/jam/sbigjam2018,y,164.0
Overall||Use of Theme||Visual Fidelity||Fun,2018-11-15 19:00:00,unrealengine,2018 Epic MegaJam,1011,0,200,2018-11-08 20:00:00,https://www.itch.io/jam/2018-epic-megajam,y,167.0
Overall||How Fast-to-Complete||Idea||Gameplay||Graphics,2017-07-07 20:59:59,superuser,Summer of Fast-to-Complete Games,26,87,12,2017-06-30 21:00:00,https://www.itch.io/jam/fast-to-complete-games,y,167.99972222222223
Overall||Fun||Technical||Music/Sound||Graphics/Animation||Theme/Limitation,2019-08-16 17:00:00,Joshua McLean,GB30 Jam [8 Bits to Infinity],90,0,21,2019-08-09 17:00:00,https://www.itch.io/jam/gb30-jam,y,168.0
Overall||Creativity||Customization||Writing,2019-08-22 21:00:00,TeasJams||Drifty,Creative Cutscene Contest,25,110,10,2019-08-15 21:00:00,https://www.itch.io/jam/c3,y,168.0
Overall||Originality||Creative Gameplay||Innovative Levels||Engaging Philosophy||Sound Design,2018-01-14 11:00:00,TairaGames,Rage Game Jam,33,116,11,2018-01-07 11:00:00,https://www.itch.io/jam/rage-game-jam,y,168.0
JOKE (FOOL FACTOR)||VISUALS||AUDIO||POLISH,2018-04-02 04:59:59,radHABiT,APRIL FOOL'S JAM,88,34,18,2018-03-26 04:59:59,https://www.itch.io/jam/april-fools-jam,y,168.0
Overall||gameplay (fun/engaging/immersive/gamefeel/story)||audio (sfx/music)||visual (style/graphics/ui/shaders/camera work),2019-01-19 14:00:00,TigerJ,Weakness Week 2019,48,46,18,2019-01-12 14:00:00,https://www.itch.io/jam/weakness-week,y,168.0
Overall||Concept - How well does it match the theme?||Playability - Is it fun and challenging enough to play?​||Visual impression​ - Does the art style suit the game and looks good?​||Replayability​ - Is it compelling and does it have high replay value?​||Creativity - How creative and unique is the game?​,2017-12-10 19:00:00,Tbjbu2,Sykoo's Community Game Jam,86,151,13,2017-12-03 19:00:00,https://www.itch.io/jam/sykoos-game-jam,y,168.0
Overall||Concept||Playability||Visual Impression||Replayability||Creativity,2018-07-13 12:00:00,vic485||Sykoo,Sykoo's Elite Devs Game Jam 3,42,168,21,2018-07-06 12:00:00,https://www.itch.io/jam/elite-devs-game-jam,y,168.0
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-01-21 02:00:00,artsybarrels,Bored Pixels Jam 3,180,377,41,2019-01-14 02:00:00,https://www.itch.io/jam/bored-pixels-jam-3,y,168.0
Overall||Creative Gameplay||Stimulating Audio||Immersive Visuals||Theme Adaptation,2018-07-09 12:00:00,TairaGames,Dev Squad Jam: ONE ROOM,105,322,25,2018-07-02 12:00:00,https://www.itch.io/jam/dev-squad-jam-5,y,168.0
Overall||Entertainment||Innovation||Use of Game Design Document,2017-06-22 14:00:00,AlaynaMCole||Petrak||wanderlustin,Emojiam,165,35,15,2017-06-15 14:00:00,https://www.itch.io/jam/emojiam,y,168.0
Originality||Fun Factor||Audio||Graphics||Controls,2019-08-12 00:00:00,SteliosWinters,Mouse Movement Jam,26,57,10,2019-08-05 00:00:00,https://www.itch.io/jam/mouse-movement,y,168.0
Overall||Relevance To The Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-10-22 02:00:00,artsybarrels,Bored Pixels Jam 2,100,123,19,2018-10-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-2,y,168.0
Overall||Gameplay||Theme||Innovation||Fun,2019-03-09 00:00:00,Corniflex,UDC Jam Week #4 - Gravity,16,76,10,2019-03-02 00:00:00,https://www.itch.io/jam/udc-jam-week-4,y,168.0
Overall,2017-08-13 22:00:00,PixelCrate,NES Jam,57,0,16,2017-08-06 22:00:00,https://www.itch.io/jam/nes-jam,y,168.0
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-04-22 02:00:00,artsybarrels,Bored Pixels Jam 4,93,32,10,2019-04-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-4,y,168.0
Concept (1+1=3)||Gameplay||Visuals||Relevance to theme: Winter,2017-11-10 12:30:00,Gurpreet Singh Matharoo,1+1=3 Jam,98,35,11,2017-11-03 12:30:00,https://www.itch.io/jam/oneplusone,y,168.0
Gameplay||Innovation||Game Feel / Polish||Art||Audio||Stability,2019-07-26 21:00:00,89o,The RNJam,47,64,10,2019-07-19 21:00:00,https://www.itch.io/jam/rnjam,y,168.0
Overall||Theme (Does this match the theme well?)||Gameplay (How fun is it?)||Graphics (Is it pretty?)||Audio (Does it sound good?),2019-10-07 04:00:00,Pale||Sarrixx,One Script Jam,98,157,13,2019-09-30 04:00:00,https://www.itch.io/jam/osj,y,168.0
Overall||Fun||Innovation||Technical||Audio||Graphics||Theme,2019-06-13 16:00:00,Joshua McLean,Puzzle Jam [8 Bits to Infinity],173,0,42,2019-06-06 16:00:00,https://www.itch.io/jam/puzzlejam,y,168.0
Overall||How would you rate the game's gameplay/mechanics?||How would you rate the creativity of this game?||Overall score,2018-07-16 16:00:00,Water Flare,Minimalistic Jam 3,239,526,66,2018-07-09 16:00:00,https://www.itch.io/jam/minimalistic-jam-3,y,168.0
Overall||Gameplay||Creativity||Theme||Graphics||Audio||Judge Ranking,2019-07-01 04:00:00,phantomunboxing,VR-Jam 2019,95,48,11,2019-06-24 04:00:00,https://www.itch.io/jam/vr-jam-2k19,y,168.0
Enjoyment||Graphics||Sound,2018-03-10 03:00:00,Lartu||tejo240,Lartu's Mini-RPG One Week Jam,145,245,23,2018-03-03 03:00:00,https://www.itch.io/jam/lartus-mini-rpg-one-week-jam,y,168.0
Game of Jam||Most Festive||Grandma's Favorite Game||Game most likely to give someone a drinking problem,2019-01-01 05:00:00,Jon Terp,[Festive Spirits] Awful Holiday Jam (2018),57,200,15,2018-12-25 05:00:00,https://www.itch.io/jam/awful-holiday-2018,y,168.0
Overall||Fun/Usefulness||Innovation||Technical||Audio||Graphics,2019-07-11 16:00:00,Joshua McLean,Anything Goes Jam [8 Bits to Infinity],112,0,31,2019-07-04 16:00:00,https://www.itch.io/jam/anything-goes-jam-8-bits-to-infinity,y,168.0
SPOOK AWARD (Best Game)||SPOOK AWARD (Host's Choice)||SCARE AWARD (Scariest Game)||SCREAM AWARD (Best Screams),2018-10-23 23:00:00,SCREAM CATALOGUE||Caveware Digital,SCREAM JAM,84,154,23,2018-10-16 23:00:00,https://www.itch.io/jam/screamjam,y,168.0
Overall||Game Design||Fun||Innovation||Theme||Graphics||Audio,2019-08-31 19:00:00,CodeMyst||Sykoo||Blackthornprod Games||Dani||Brackeys||AquaXV||Yilian||TheDutchMagikarp||Duxez,Community Game Jam,6799,15900,1039,2019-08-24 19:00:00,https://www.itch.io/jam/cgj,y,168.0
Overall||Game Design||Fun||Innovation||Theme||Graphics||Audio,2018-09-01 07:00:00,CodeMyst,Brackeys Game Jam,872,1445,166,2018-08-25 07:00:00,https://www.itch.io/jam/brackeys,y,168.0
Overall||Hot||Cold||Volatile||Dark,2019-04-07 22:00:00,Bricabrac,VAMPIRE JAM,124,525,29,2019-03-31 22:00:00,https://www.itch.io/jam/vampire-jam,y,168.0
OVERALL||THEME||VISUALS||INNOVATION||THE EXPERIENCE||SOUNDS AND MUSIC,2018-10-20 10:00:00,Blackthornprod Games,Blackthornprod GAME JAM # 1,1045,9002,237,2018-10-13 10:00:00,https://www.itch.io/jam/blackthornprod-game-jam-1,y,168.0
Overall||Does the game have platformer aspects?||Does the game have 2D aspects (Not including UI)?||Was the game fun?||Does the game have a unique feature(s)?,2018-09-07 23:00:00,TechieCrow,2D Platformer Jam,73,401,19,2018-08-31 23:00:00,https://www.itch.io/jam/2d-platformer-jam,y,168.0
Is the game so bad that it's good?,2017-07-02 23:00:00,Ned Reid,'So bad it's good' Jam,74,276,27,2017-06-25 23:00:00,https://www.itch.io/jam/so-bad-its-good-jam,y,168.0
Overall||Requirement||Fun||Innovation||Technical||Audio||Graphics,2019-05-09 16:00:00,Joshua McLean,8 Bits to Infinity ~ Mashup Jam,74,0,20,2019-05-02 16:00:00,https://www.itch.io/jam/mashupjam,y,168.0
Overall||Fun||Creativity||Polish||Theme,2016-10-08 00:00:00,ViolentCrumble||Kalishir,Game Dev League Area 51 Jam,39,35,11,2016-10-01 00:00:00,https://www.itch.io/jam/game-dev-league-area-51-jam,y,168.0
Overall,2018-12-19 09:00:00,Homa Games,Homa Games Monthly Jam,39,0,10,2018-12-12 09:00:00,https://www.itch.io/jam/hg-monthly-jam-01,y,168.0
Overall||Philosophy||Engaging||Graphics||Sound||Cohesion,2019-01-12 23:00:00,tallshrimp,Philosophy Game Jam,85,44,10,2019-01-05 23:00:00,https://www.itch.io/jam/philosophy-game-jam,y,168.0
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2018-07-23 06:00:00,artsybarrels,Bored Pixels Jam,76,207,21,2018-07-16 06:00:00,https://www.itch.io/jam/bored-pixels-jam,y,168.0
Overall||Story||Artwork||code technique||all around fun,2019-01-19 16:00:00,TyX5,Undefined First Game Jam,38,0,11,2019-01-12 16:00:00,https://www.itch.io/jam/undefined-first-game-jam,y,168.0
Overall||Fun||Creativity||Polish||Theme,2016-12-12 00:00:00,ViolentCrumble||Kalishir,Game Dev League December Jam,54,102,11,2016-12-05 00:00:00,https://www.itch.io/jam/game-dev-league-december-jam,y,168.0
Overall||Relevance to the Theme||Creativity||Gameplay||Visual Experience||Audio Experience,2019-07-22 02:00:00,artsybarrels,Bored Pixels Jam 5,79,165,16,2019-07-15 02:00:00,https://www.itch.io/jam/bored-pixels-jam-5,y,168.0
Overall||Fun||Stuck to the theme of food||Intuitive||Graphics||Sound||Replayability,2019-07-27 22:00:00,Nopy||pixelherodev,Fantasy Console Game Jam #4,45,102,13,2019-07-20 22:00:00,https://www.itch.io/jam/fcgj4,y,168.0
Overall||overall||theme||innovation||fun||clarity (ease-of-understanding),2016-05-02 00:00:00,Daniel Linssen,bit jam,280,191,89,2016-04-25 00:00:00,https://www.itch.io/jam/bit-jam,y,168.0
Overall||Gameplay||Theme||Innovation||Fun||Staff Favorites,2018-11-10 00:00:00,Corniflex,UDC Jam Week #1 - Only One Button,38,173,15,2018-11-03 00:00:00,https://www.itch.io/jam/udc-jam-week-1,y,168.0
Overall||Relevance To Theme||Creativity||OLC Judges Award,2018-11-23 20:00:00,javidx9,OLC CODEJAM 2018,79,118,18,2018-11-16 20:00:00,https://www.itch.io/jam/olc-codejam-2018,y,168.0
Overall||Scariness||Uniqueness||Overall Quality,2015-10-26 07:00:00,"Greg Karber, writer",Bite-Sized Horror Text Game Jam,37,185,27,2015-10-19 07:00:00,https://www.itch.io/jam/bitesizedhorror,y,168.0
Overall||Game Design||Fun||Innovation||Theme||Graphics||Audio,2019-02-23 08:00:00,CodeMyst,Brackeys Game Jam #2,1795,3804,323,2019-02-16 08:00:00,https://www.itch.io/jam/brackeys-2,y,168.0
Overall||Gameplay||Visuals||Sound||Destruction,2018-02-23 23:00:00,Kronbits||Der Kevin,Destruction JAM,151,160,20,2018-02-16 22:00:00,https://www.itch.io/jam/destructionjam,y,169.0
Overall||Gameplay||Innovation||Theme Use||Technical||Graphics||Audio,2019-07-26 19:00:00,gamesplusjames,GamesPlusJam 2,226,683,58,2019-07-19 18:00:00,https://www.itch.io/jam/gamesplusjam2,y,169.0
Overall||Art||Gameplay||Sounds||Originality||Stability,2019-07-06 06:00:00,SuperGamersGames,8x8 Game Jam,75,57,24,2019-06-29 05:00:00,https://www.itch.io/jam/8x8-game-jam,y,169.0
Overall||Concept||Playability||Visual Impression||Replayabilty||Creativity,2018-11-05 13:00:00,vic485,Sykoo's Polyrealm Halloween Jam,86,90,20,2018-10-29 12:00:00,https://www.itch.io/jam/sykoos-halloween-jam,y,169.0
Overall||Paint vibe||Fun||Gameplay,2017-08-31 21:00:00,TomDev,MS Paint Game Jam,75,173,24,2017-08-24 19:00:00,https://www.itch.io/jam/ms-paint-game-jam,y,170.0
Overall||Respect of the Themes||Game Play||Game Design||Music||Sounds||Graphics,2019-02-11 22:00:00,T-Team,The Tenth Creative Games Jam (Prizes),186,184,30,2019-02-04 19:00:00,https://www.itch.io/jam/games-factory,y,171.0
General (Overall)||Art||Music||Mechanics||Theme adherence,2019-09-23 20:00:00,TEA Team,Spain Game Devs Jam!,40,175,15,2019-09-16 16:00:00,https://www.itch.io/jam/spain-game-devs-jam,y,172.0
Aesthetics||Visuals||Music||Story,2019-05-31 11:00:00,Unicorn Studios,Cyberpunk Jam 2019,340,360,60,2019-05-24 06:00:00,https://www.itch.io/jam/cyberpunk-jam-2019,y,173.0
Overall||Theme||Visuals||Innovation||The Experience||Sounds and Music,2019-03-02 16:30:00,Blackthornprod Games,Blackthornprod GAME JAM #2,1072,1626,266,2019-02-23 11:00:00,https://www.itch.io/jam/blackthornprodgamejam2,y,173.5
Overall||Concept - How well does it match the theme?||Playability - Is it fun and challenging enough to play?||Visual Impression - Does the art style suit the game and looks good?||Replayability - Is it compelling and does it have a high replay value?||Creativity - How creative and unique is the game?,2018-03-24 01:00:00,Tbjbu2||Sykoo||vic485,Sykoo's Community Game Jam 2,62,170,17,2018-03-16 19:00:00,https://www.itch.io/jam/sykoos-jam,y,174.0
Overall,2019-06-24 05:29:59,Lucas Campos,GameJam Brasil  #1,52,0,11,2019-06-16 20:00:00,https://www.itch.io/jam/gamejam-brasil-semanal-1,y,177.49972222222223
Overall,2014-06-07 06:59:59,Vlambeer,Fuck This Jam,50,0,46,2014-05-30 21:00:00,https://www.itch.io/jam/fuck-this-jam,y,177.99972222222223
Overall||must follow the theme||must be for HTC vive,2016-08-29 05:00:00,nvmsocool,r/Vive Summer's End Game Jam,40,76,14,2016-08-21 07:00:00,https://www.itch.io/jam/vive-summers-end-game-jam,y,190.0
Overall||Originality||Execution||Charm||Spookiness,2018-11-01 06:59:59,"Greg Karber, writer",Bite Sized Horror Game Jam 2018,128,268,30,2018-10-24 07:00:00,https://www.itch.io/jam/bite-sized-horror-game-jam-2018,y,191.99972222222223
Theme||Design||Audio||Gameplay||Originality,2018-09-21 16:00:00,Bakenshake||Lentsius,Godot Wild Jam!,130,143,19,2018-09-13 16:00:00,https://www.itch.io/jam/godot-wild-jam,y,192.0
Overall||Fun||Theme||Visuals||Audio||Innovation,2019-01-04 00:00:00,CitybuilderStudios,Save the Environment Game Jam 2018-2019!,107,74,19,2018-12-27 00:00:00,https://www.itch.io/jam/save-the-environment,y,192.0
Overall||Story Telling||Sound and Music||Gameplay||Look and Design||Emotional Rollercoaster,2018-04-11 12:00:00,TairaGames,Mood Change: A Game of Emotion,60,167,13,2018-04-03 12:00:00,https://www.itch.io/jam/devsquadjam5,y,192.0
Overall,2013-09-23 05:36:30,leafo,Saltworld.net #SWJAM 2013,11,0,11,2013-09-15 05:36:30,https://www.itch.io/jam/saltw,y,192.0
Overall||Theme||Innovation||Gameplay||Graphics||Sound,2017-09-16 08:00:00,vex||Eclipse,Take Arms! Jam 2017,206,52,12,2017-09-08 07:00:00,https://www.itch.io/jam/take-arms-jam,y,193.0
Overall||Originality||Graphics||Audio||Story||Controls||Fun||Theme,2018-02-19 05:59:59,srakowski,MonoGameJam,49,60,10,2018-02-11 03:00:00,https://www.itch.io/jam/monogamejam,y,194.99972222222223
Overall,2016-02-06 23:00:00,avaugoux,Global Game Jam 2016 PARIS CITE DES SCIENCES,10,0,10,2016-01-29 16:00:00,https://www.itch.io/jam/global-game-jam-2016-paris-cite-des-sciences-,y,199.0
Overall,2019-09-02 13:30:00,Sr Cedrik Rocha,Game D3V JAM V,58,0,10,2019-08-25 03:00:00,https://www.itch.io/jam/game-d3v-jamv,y,202.5
Overall,2017-11-13 04:00:00,TAG_lab,GAMERella 2017,21,0,12,2017-11-04 14:00:00,https://www.itch.io/jam/gamerella17,y,206.0
Overall,2017-03-26 16:00:00,avaugoux||scientificgamejam,"Scientific game jam ╘[◉﹃◉]╕popularize a Ph.D, mettez la science en jeu",44,0,10,2017-03-17 18:00:00,https://www.itch.io/jam/scientific-gamejam---vulgarisons-mon-doctorat,y,214.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-03-17 04:00:00,Lentsius||irmoz||Bakenshake,Godot Wild Jam #7,119,293,27,2019-03-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-7,y,215.0
Overall||Enjoyment||Styyyyyle||Giant Bombitude,2018-08-06 03:59:59,Alex Zandra,Giant ROM 5,135,820,61,2018-07-28 04:00:00,https://www.itch.io/jam/giantrom5,y,215.99972222222223
Overall||Enjoyment||Gameplay||Sights & Sounds||Themeness||Giant Bombitude,2015-12-07 04:59:59,Alex Zandra,Giant ROM 2,25,183,23,2015-11-28 05:00:00,https://www.itch.io/jam/giant-rom-2,y,215.99972222222223
Overall||Graphics||Sound||Gameplay||Overall Bad||Overall Good||Modifier,2019-09-08 22:59:59,Ned Reid,'So bad it's good' Jam 2019,60,63,15,2019-08-30 23:00:00,https://www.itch.io/jam/sbigjam2019,y,215.99972222222223
Overall||Enjoyment||Gameplay||Sights & Sounds||Awesomeness||Giant Bombitude,2015-04-06 03:59:59,Alex Zandra,Giant ROM,20,230,20,2015-03-28 04:00:00,https://www.itch.io/jam/giantrom,y,215.99972222222223
Final Results||Originality||Gameplay/Mechanics||Art/Aesthetic,2018-04-15 03:59:59,The Linux Gamer||cassidyjames||Cheeseness,Linux Game Jam 2018,126,285,30,2018-04-06 04:00:00,https://www.itch.io/jam/linux-game-jam-2018,y,215.99972222222223
Overall||Graphics||Audio||Fun||Gameboy-ness,2019-08-26 03:59:59,retroshark||7Soul,GBJAM 7,426,1313,114,2019-08-17 04:00:00,https://www.itch.io/jam/gbjam-7,y,215.99972222222223
Overall||Theme Relevance||Fun Factor||Originality,2017-07-30 22:59:59,liamsorta,GameDevNetwork: Cherry Jam,217,411,42,2017-07-21 23:00:00,https://www.itch.io/jam/game-dev-network-cherry-jam,y,215.99972222222223
Overall||Enjoyment||Gameplay||Sights & Sounds||Themeness||Giant Bombitude,2016-08-15 03:59:59,Alex Zandra,Giant ROM 3,42,292,27,2016-08-06 04:00:00,https://www.itch.io/jam/giantrom3,y,215.99972222222223
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-12-16 05:00:00,Lentsius||Bakenshake||iFire Games||Stern Flowers||irmoz,Godot Wild Jam #4,118,134,15,2018-12-07 05:00:00,https://www.itch.io/jam/godot-wild-jam-4,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-05-19 04:00:00,Lentsius||Bakenshake||irmoz,Godot Wild Jam #9,121,314,24,2019-05-10 04:00:00,https://www.itch.io/jam/godot-wild-jam-9,y,216.0
Overall||Level Design||Art||Color Usage||Audio,2018-08-27 04:00:00,retroshark||7Soul,GBJAM 6,313,831,93,2018-08-18 04:00:00,https://www.itch.io/jam/gbjam-6,y,216.0
Overall||Theme||Design (This refers to the space where mechanics take place)||Audio||Gameplay (The mechanics and rules of the game)||Originality,2018-11-18 05:00:00,Lentsius||iFire Games||irmoz||Bakenshake,Godot Wild Jam #3,106,147,15,2018-11-09 05:00:00,https://www.itch.io/jam/godot-wild-jam-3,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-02-17 05:00:00,Bakenshake||Lentsius||irmoz,Godot Wild Jam #6,143,660,34,2019-02-08 05:00:00,https://www.itch.io/jam/godot-wild-jam-6,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-07-21 04:00:00,Bakenshake,Godot Wild Jam #11,116,125,20,2019-07-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-11,y,216.0
Overall||░ ░ ░||░ ░ ░ ░ ░ ░||░ ░||░ ░ ░ ░||░,2016-10-17 01:00:00,Conor Mccann,The Pippin Barr 'GAME IDEA' Game Jam,226,282,53,2016-10-08 01:00:00,https://www.itch.io/jam/the-pippin-barr-game-idea-game-jam,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-08-18 04:00:00,Bakenshake||irmoz,Godot Wild Jam #12 - Our One Year!,177,409,31,2019-08-09 04:00:00,https://www.itch.io/jam/godot-wild-jam-12-one-year,y,216.0
Overall||Theme||Design||Audio||Gameplay||Originality,2018-10-21 04:00:00,Bakenshake||John Teasdale||Lentsius||iFire Games,Godot Wild Jam #2,169,264,29,2018-10-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-2,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-09-23 04:00:00,Bakenshake,Godot Wild Jam #13,160,430,30,2019-09-14 04:00:00,https://www.itch.io/jam/godot-wild-jam-13,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-04-21 04:00:00,Bakenshake||irmoz||Lentsius,Godot Wild Jam #8,103,362,22,2019-04-12 04:00:00,https://www.itch.io/jam/godot-wild-jam-8,y,216.0
Overall||Theme||Controls||Graphics||Audio||Immersion||Narrative||Originality,2019-01-20 05:00:00,Lentsius||Bakenshake||irmoz,Godot Wild Jam #5,105,205,19,2019-01-11 05:00:00,https://www.itch.io/jam/godot-wild-jam-5,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-10-20 04:00:00,Bakenshake,Godot Wild Jam #14,154,245,24,2019-10-11 04:00:00,https://www.itch.io/jam/godot-wild-jam-14,y,216.0
Overall||Theme||Fun||Controls||Graphics||Audio||Originality,2019-06-23 04:00:00,Bakenshake,Godot Wild Jam #10,158,471,31,2019-06-14 04:00:00,https://www.itch.io/jam/godot-wild-jam-10,y,216.0
Overall||Gameboy Feel||Graphics||Sound||Overall Gameplay,2016-10-10 05:00:00,retroshark,GBJAM 5,1472,3694,385,2016-10-01 05:00:00,https://www.itch.io/jam/gbjam-5,y,216.0
Overall,2018-07-29 13:00:00,"PIGsty: Play, Interactivity & Games Lab",Kiwijam18,29,0,15,2018-07-20 12:00:00,https://www.itch.io/jam/kiwijam18,y,217.0
Overall||Relevance To Theme||Creativity||OLC Judges Award,2019-09-08 19:00:00,javidx9,OLC CODEJAM 2019,314,488,64,2019-08-30 17:00:00,https://www.itch.io/jam/olc-codejam-2019,y,218.0
Overall||Enjoyment||Gameplay||Style||Concept||Giant Bombitude,2017-02-06 04:59:59,Alex Zandra,Giant ROM 4,106,525,46,2017-01-28 01:00:00,https://www.itch.io/jam/giantrom4,y,219.99972222222223
Gameplay||Audio||Graphics||Theme||Controls,2018-02-12 05:00:00,Spirit Stone Studio,Highsight Game Jam #1 (Atari Remakes!),61,192,24,2018-02-02 23:00:00,https://www.itch.io/jam/highsight-1,y,222.0
Overall||Fun Factor||Theme Relevance||Originality,2017-06-12 05:59:59,liamsorta,GameDevNetwork: Blueberry Jam,113,245,20,2017-06-02 23:00:00,https://www.itch.io/jam/game-dev-network-blueberry-jam,y,222.99972222222223
Did you enjoy it?,2017-04-10 20:59:59,madclown,Corona Blitz 2017.01,42,82,17,2017-04-01 14:00:00,https://www.itch.io/jam/corona-blitz-2017-01,y,222.99972222222223
Overall||Overall||Art||Design||Sound||Theme||Story/Narrative,2019-05-21 04:59:59,TigerJ,TigerJ(am) #2,109,146,25,2019-05-11 16:00:00,https://www.itch.io/jam/tigerjam-2,y,228.99972222222223
Overall||Completeness||Aesthetics||Fun||Innovation||Scope||Roguelikeness,2019-03-11 12:00:00,Slashie||jmlait||Darren Grey,7DRL Challenge 2019,526,0,143,2019-03-01 12:01:00,https://www.itch.io/jam/7drl-challenge-2019,y,239.98333333333332
Overall||Originality||Fun Factor||Theme Relevance,2018-03-04 23:59:59,liamsorta,GameDevNetwork: Fig Jam || THEME: Hidden Secrets,128,141,21,2018-02-23 00:00:00,https://www.itch.io/jam/game-dev-network-fig-jam,y,239.99972222222223
