jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Overall||Note générale||Respect du thème||Gameplay||Artistique (Graphisme/Son/Histoire),2018-01-02 12:00:00,"French Game Jam ""Spéciale Noël"" Récompense pour les gagnants",22,37,6,2017-12-26 08:00:00,https://www.itch.io/jam/french-game-jam-speciale-noel
,2018-06-29 18:00:00,Optical Jam #6,23,0,2,2018-06-22 17:00:00,https://www.itch.io/jam/optical-jam-6
,2015-10-11 22:30:00,STL Scatterjam 2015,23,0,22,2015-10-09 22:00:00,https://www.itch.io/jam/stlscatterjam2015
,2017-03-13 00:00:00,Weekly Hour Game Jam - W10 2017,23,0,8,2017-03-06 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w10-2017
,2018-12-15 17:00:00,Optical Optimize #2,23,0,6,2018-12-08 15:00:00,https://www.itch.io/jam/optical-optimize-2
,2016-06-26 23:00:00,Winnipeg Game Jam 2016,23,0,17,2016-06-17 23:00:00,https://www.itch.io/jam/winnipeg-game-jam-2016
Overall||Fun||Visuals(Graphics)||User Interface (UI/UX)||Sound/Audio,2019-07-22 04:00:00,Improve My Game Jam #4,22,11,4,2019-07-19 04:00:00,https://www.itch.io/jam/imgj4
,2019-03-25 09:59:59,Short and Easy Jam,23,0,14,2019-03-15 19:00:00,https://www.itch.io/jam/short-and-easy-jam
,2017-04-11 05:00:00,The Imperfect Jam,23,0,5,2017-03-07 06:00:00,https://www.itch.io/jam/the-imperfect-jam
,2018-09-25 00:30:00,UAT Founder's Game Jam 2018,23,0,9,2018-09-22 00:30:00,https://www.itch.io/jam/uat-founders-game-jam-2018
"Overall||Creativity||Ambition||Original Concept||Original Game Mechanics||How well the game matches the Theme||How well the game matches the ""Survival"" genre",2017-10-22 11:00:00,Survive the Game Jam 4,23,16,5,2017-10-19 11:00:00,https://www.itch.io/jam/survive-the-game-jam-4
Overall,2017-09-10 17:00:00,Food Jam!,23,0,7,2017-08-20 17:00:00,https://www.itch.io/jam/food-jam
Overall||Accuracy||Creativity||Functionality||Hilarity||Instructivity,2017-12-18 05:00:00,WikiHow Dreams Jam,23,7,4,2017-12-08 05:00:00,https://www.itch.io/jam/wikihow-dreams-jam
Overall||Low Poly Art||Diorama||Sound||Music||Fun||Juice||Technical,2016-08-22 22:59:59,Low Poly Diorama,23,0,1,2016-07-05 23:00:00,https://www.itch.io/jam/low-poly-diorama
Overall||Use of Theme||Fun||Visuals||Audio,2017-11-06 07:59:59,Shacknews Game Jam,23,56,8,2017-11-03 03:00:00,https://www.itch.io/jam/shacknews-jam
,2019-08-26 00:00:00,Evil Jam,23,6,3,2019-08-19 00:00:00,https://www.itch.io/jam/evil
,2016-09-18 22:00:00,Indie Galactic Space Jam 2016,23,0,17,2016-09-16 04:00:00,https://www.itch.io/jam/indiegalactic2016
Overall||Relevance to the theme||Creativity||Fun factor,2017-04-10 14:30:00,Game Dev Network: Apple Jam,23,42,5,2017-03-31 23:00:00,https://www.itch.io/jam/game-dev-network-apple-jam
,2019-02-01 08:00:00,PUBLIC DOMAIN 1923 REMIX JAM,23,0,6,2019-01-01 08:00:00,https://www.itch.io/jam/pd1923-remix-jam
Overall,2018-09-27 05:59:59,Whaaat!? the Shmup!?,23,0,17,2018-08-28 06:00:00,https://www.itch.io/jam/whaaat-jam
,2019-06-16 14:00:00,Eko Game Jam,23,0,10,2019-06-13 21:00:00,https://www.itch.io/jam/eko-game-jam
Overall||Gameplay||Graphics||Sound||Fits Requirements,2017-05-15 07:00:00,Unlikely inspiration,23,14,7,2017-04-17 07:00:00,https://www.itch.io/jam/unlikely-inspiration
,2017-01-30 00:00:00,Weekly Hour Game Jam - W4 2017,23,0,12,2017-01-23 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w4-2017
,2017-04-07 20:00:00,Titan Boss Jam,23,3,2,2017-03-07 20:00:00,https://www.itch.io/jam/titan-boss-jam
"Overall||Intelligent||Amusant||Qualité de réalisation||Mécanique de jeu adaptée au sujet||Libre et ""clé-en-main"" pour qui veut l'améliorer",2016-06-19 21:59:59,Jeux Debout,23,10,16,2016-05-20 22:00:01,https://www.itch.io/jam/jeux-debout
Fun||Visuals||Audio||Use of Theme,2019-05-06 07:00:00,Shacknews Jam: The Third,23,104,7,2019-04-20 16:00:00,https://www.itch.io/jam/shacknews-jam-the-third
Overall||Theme||Innovation||Playability||Visuals||Sound,2016-10-23 23:00:00,Absurd Aspect Ratio Jam,23,17,6,2016-10-20 23:00:00,https://www.itch.io/jam/absurd-aspect-ratio-jam
,2019-05-28 05:07:00,Input Optional Jam,23,46,10,2019-05-17 05:00:00,https://www.itch.io/jam/input-optional-jam
,2018-05-21 00:00:00,Processing Jam #1,23,0,5,2018-05-19 00:00:00,https://www.itch.io/jam/processing-jam-1
,2018-07-01 06:59:59,June Rainbow Jam 2018,23,0,1,2018-06-17 07:00:00,https://www.itch.io/jam/june-rainbow-jam-2018
,2017-08-05 23:00:00,Just f**king finish it!,24,0,3,2017-07-30 23:00:00,https://www.itch.io/jam/just-fking-finish-it
,2018-06-17 21:30:00,1ª Mad Jam,24,0,6,2018-06-16 16:45:00,https://www.itch.io/jam/1-mad-jam-2018
,2018-10-16 03:59:59,HiJam,24,0,8,2018-10-12 21:00:00,https://www.itch.io/jam/hijam
,2019-02-18 20:12:23,VGAD Winter 2019 Game Jam (STRING),24,0,7,2019-02-16 19:00:00,https://www.itch.io/jam/vgad-winter-2019-game-jam
overall||concept||visual design||sound design||narrative design||environment design||theme,2018-03-04 19:59:00,Unreal Engine 4 Jam,23,0,1,2018-01-18 21:01:00,https://www.itch.io/jam/ue-jam
,2019-04-01 06:59:59,Buddy Jam 4,24,0,2,2019-03-01 08:00:00,https://www.itch.io/jam/buddy-jam-4
Overall||Pixel Art||Fun||Mechanics||Fits the jams theme,2018-03-12 05:00:00,Pixel Weekend Jam #1,23,41,8,2018-03-09 15:00:00,https://www.itch.io/jam/pixel-weekend-jam-1
,2017-04-17 00:00:00,Weekly Hour Game Jam - W15 2017,24,0,7,2017-04-10 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w15-2017
Delthor's Opinion||Overall||Use of theme||Gameplay & Fun||Visuals||Original idea||Audio & Music,2019-04-20 22:00:00,Delthor Jam #3,24,22,10,2019-04-11 22:00:00,https://www.itch.io/jam/delthor-jam-3
Overall||Controls||Mechanics||Graphics||Story,2017-05-16 05:00:00,Spring Jam 2017!,24,1,10,2017-04-16 05:00:00,https://www.itch.io/jam/springjam2017
Simplistic||Theme||Entertaining||Graphics||Music and SFX,2019-01-19 18:00:00,Simple Is Better,24,58,6,2019-01-16 18:00:00,https://www.itch.io/jam/simple-is-better
,2018-09-27 10:00:00,Jam Jam 2.0 Talentum presencial,24,0,22,2018-09-25 16:00:00,https://www.itch.io/jam/jam-jam-2-talentum-presencial
Coolness||Innovation||Playfulness||Originality,2018-08-06 06:00:00,AGDG clicker jam,24,15,5,2018-07-23 06:00:00,https://www.itch.io/jam/agdg-clicker-jam
Overall||fun||Creativity||Polish||Theme,2018-03-26 08:00:00,GDL - March Madness Jam,24,28,5,2018-03-23 08:00:00,https://www.itch.io/jam/gdl-march-madness-jam-2018
Overall||Overall||Improvement||Art||Sound||Gameplay||Innovation,2016-09-01 11:13:14,Watch yourself progress Jam,24,1,5,2016-04-20 00:02:03,https://www.itch.io/jam/watch-yourself-progress
,2017-03-27 00:00:00,Weekly Hour Game Jam - W12 2017,24,0,11,2017-03-20 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w12-2017
,2019-02-15 03:48:51,Wholesome Jam,24,0,7,2018-08-30 23:41:59,https://www.itch.io/jam/wholesome-jam
Theme||Gameplay||Fun factor||Graphics,2019-03-01 04:00:00,"Edu-Jam 1, $250 in Prizes",24,0,6,2019-02-22 13:00:00,https://www.itch.io/jam/edu-jam-med-school-style
Overall||Presentation||Execution||Fun,2017-02-28 12:59:59,Nazi SLAM! Jam,24,2,3,2017-01-31 13:00:00,https://www.itch.io/jam/nazislam
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2017-10-12 16:59:59,Weekly Game Jam - Week 13,24,24,5,2017-10-06 16:59:59,https://www.itch.io/jam/weekly-game-jam-13
Adapted to Theme||Gameplay||Graphics||Sound,2017-10-06 22:00:00,Hacker Game Jam 2017,24,1,1,2017-09-22 22:00:00,https://www.itch.io/jam/hacker-game-jam-2017
Overall||Feedback||Gameplay||Art||Music||SFX,2016-06-06 03:59:59,Jerementor Game Jam,24,11,3,2016-06-04 00:00:00,https://www.itch.io/jam/jerementor-game-jam
Overall,2017-06-11 21:59:59,🎤💛Eurovijam💙✨,24,0,1,2017-05-08 22:00:00,https://www.itch.io/jam/eurovijam
Gameplay||Theme||Originality||Art||Effort||Audio,2019-09-01 11:00:00,NGD Game Jam 001,24,6,3,2019-08-25 11:00:00,https://www.itch.io/jam/ngd-game-jam
Overall||Qualidade da Execução||Inovação e/ou Ineditismo,2018-11-26 01:00:00,FliperJam 2018,24,0,19,2018-11-23 21:00:00,https://www.itch.io/jam/fliperjam-2018
,2017-10-31 04:00:00,Oddball jam,24,0,6,2017-10-05 04:00:00,https://www.itch.io/jam/oddball-jam
,2019-04-29 23:00:00,Cork GameCraft 2019,24,0,5,2019-03-22 10:00:00,https://www.itch.io/jam/cork-gamecraft-2019
,2018-05-14 04:00:00,Classic Zelda Jam,24,0,1,2018-04-14 04:00:00,https://www.itch.io/jam/classic-zelda-jam
,2018-01-09 04:59:59,BL Jam,24,5,3,2017-08-01 04:00:00,https://www.itch.io/jam/blgamejam
Overall||Creativity||Implementation of the theme||Overall impression,2019-03-31 18:00:00,LightNight Jam,24,0,2,2019-03-29 19:00:00,https://www.itch.io/jam/lightnight-jam
Overall||Fun||Innovation||Graphics and Sound,2017-04-30 21:59:59,"Scratch Jam 2017 - Topic is ""Sky""",24,49,10,2017-03-31 22:00:00,https://www.itch.io/jam/scratch-jam-2017
Overall||Playability||Theme Followed||Completion||Creativity,2017-06-12 03:30:00,FireTruck Game Jam,24,19,4,2017-06-09 16:30:00,https://www.itch.io/jam/firetruck
,2015-11-15 02:00:00,4 Hour Jam #2,24,0,19,2015-11-12 18:00:00,https://www.itch.io/jam/4-hour-jam-2
Fits the Theme||Mechanics||Originality||Replayability||Retro Graphics||Retro Sound,2018-04-17 01:00:00,72 Pin Connector Retro Jam,24,83,8,2018-04-14 01:00:00,https://www.itch.io/jam/72pc-jam-1
Overall||Equipo que más ayudó a los demás||Mayor logro técnico||Mayor logro estético||Mayor inmmersión||Proyecto que debería tener seguimiento,2016-08-07 22:30:00,Mermelada Inmersiva: ¿Importa? No podrías confirmarlo de todos modos,24,123,8,2016-08-05 22:00:00,https://www.itch.io/jam/mermevr
Overall||Gameplay||Graphics||Replay Value||Originality,2017-03-10 08:00:00,Games For Kids Jam,24,3,2,2017-01-10 08:00:00,https://www.itch.io/jam/games-for-kids-jam
Overall||Mechanics||Controls||Fun||Content Diversity||Graphics||Visual Effects||Music||Sound Effects||User Interface||Compliance With Topic,2017-02-26 22:16:59,Weekend Crazy Jam,24,15,7,2017-02-24 22:00:00,https://www.itch.io/jam/weekend-crazy-jam
,2018-03-12 09:00:00,Trash Game Jam,24,26,14,2018-02-21 08:00:00,https://www.itch.io/jam/trash-game-jam
Jump scare rate||Sound Effect||Functionality||Origiality,2018-04-29 16:00:00,JUMP SCARE JAM,24,0,2,2018-03-01 06:06:36,https://www.itch.io/jam/jump-scare-game-jam
Overall||Diversão (no geral)||Fidelidade ao tema,2017-12-18 20:00:00,BotecoJAM#03,24,10,4,2017-12-15 20:00:00,https://www.itch.io/jam/botecojam03
Concept (The game matched the theme/genre)||Playability||Graphics||Replayability||Creativity,2018-12-01 17:00:00,Space Jam,24,7,5,2018-11-10 16:00:00,https://www.itch.io/jam/ts-space-jam
,2019-06-01 03:59:59,Otherships Jam,25,0,9,2019-05-01 22:00:00,https://www.itch.io/jam/otherships-jam
Overall||Creativity||Difference From Original||Playability,2015-11-30 05:00:00,NES Box Art Jam,24,0,6,2015-11-01 04:00:00,https://www.itch.io/jam/nes-box-art-jam
,2017-05-08 00:00:00,Playcrafting + Extra Life Game Jam,25,0,8,2017-05-05 04:00:00,https://www.itch.io/jam/extra-life-game-jam
Overall||Aderência ao Tema||Inovação||Gameplay||Áudio||Visual,2018-05-16 21:00:00,Fatec Ourinhos Jam,24,5,9,2018-04-26 03:00:00,https://www.itch.io/jam/fatec-ourinhos-jam
,2017-09-10 23:00:00,BGSjam X,25,0,8,2017-09-08 23:00:00,https://www.itch.io/jam/bgsjam-x
Nota do jurado||Voto popular,2019-06-10 03:59:59,Side Quest IFMS,25,0,6,2019-06-06 03:00:30,https://www.itch.io/jam/sidequestifms
Mechanics / Gameplay?||How Yorkshire is the game?||Art / Aesthetics?,2019-02-25 16:30:00,Yorkshire Jam,25,17,14,2019-02-23 10:00:00,https://www.itch.io/jam/yorkshire-jam
Overall||Direction artistique||Respect du thème||Musique||Fun,2017-07-16 23:00:00,Construct French Game Jam 5,25,131,11,2017-07-13 22:01:00,https://www.itch.io/jam/cfgj5
Overall||Entertainment Value (30% of score)||Educational Value (25% of score)||Increasing Awareness (15% of score)||Increasing Appreciation (15% of score)||Game Elements (15% of score),2018-05-07 03:59:59,"2018 Life.Love. Game Design Challenge ($3,000 in prizes)",25,0,7,2018-04-06 04:00:01,https://www.itch.io/jam/2018-lifelove-game-design-challenge
,2018-03-18 11:00:00,Reverse Jam,25,0,6,2018-01-29 11:00:00,https://www.itch.io/jam/reverse-jam
,2018-08-06 04:00:00,Waypoint Community Game Jam 2018: Big Boy Season,25,0,9,2018-07-01 04:00:00,https://www.itch.io/jam/big-boy-season
Overall||Grand Prize||Best Art||Best Student Game||Best Design||Best Abstract Game,2016-08-08 02:30:00,San Diego Game Jam,25,52,13,2016-08-06 01:30:00,https://www.itch.io/jam/sdgamejam
,2019-04-29 21:59:59,Ljubljana Ludum Dare #44 Game Jam,25,0,11,2019-04-27 06:30:00,https://www.itch.io/jam/ljubljana-ludum-dare-44-game-jam
Overall||Engine Obscurity||Engine Obsolescence||Engine Bustedness||Creativity||Style,2017-08-20 23:00:00,Broken Engine Jam!,25,0,2,2017-08-17 23:00:00,https://www.itch.io/jam/broken-engine-jam
,2015-10-12 00:00:00,Utah Indie Game Jam 2015,25,136,11,2015-10-10 00:00:00,https://www.itch.io/jam/utah-indie-game-jam-2015
,2017-11-18 14:30:00,Bratislava Game Jam 2017,25,0,17,2017-11-16 17:00:00,https://www.itch.io/jam/bratislava-game-jam-2017
Overall||Aesthetic||Entertainment Value||Use of Bolt,2019-04-15 03:59:59,Bolt Jam #5,25,16,8,2019-04-05 04:00:00,https://www.itch.io/jam/bolt-jam-5
,2019-07-01 05:00:00,Trans Mix Tape Jam!!!!,25,0,5,2019-05-18 05:00:00,https://www.itch.io/jam/trans-mix-tape-jam
Overall||Creativity||Customization||Writing,2019-08-22 21:00:00,Creative Cutscene Contest,25,110,10,2019-08-15 21:00:00,https://www.itch.io/jam/c3
Overall||Quality of Gameplay||Gameplay Relavence (to Scenario)||Genre Relavence (to Scenario),2016-08-31 05:00:00,DystopiJam,25,0,1,2016-06-01 05:00:00,https://www.itch.io/jam/dystopijam
,2018-09-10 11:00:00,The Krass-N.G. Jam 6!,25,0,10,2018-09-07 11:00:00,https://www.itch.io/jam/krassjam6
,2019-09-30 01:00:00,UCSC Back to School Jam,25,0,10,2019-09-28 01:00:00,https://www.itch.io/jam/ucsc-back-to-school-jam
,2017-04-17 12:00:00,Ceci n'est pas un jeu 2017,25,0,12,2017-04-15 12:00:00,https://www.itch.io/jam/ceci-nest-pas-un-jeu-2017
Overall||Matches Theme?||Enjoyment||Game Mechanics||Art||Music,2017-10-15 21:59:59,48 Secret Jam - October 2017,25,18,5,2017-10-13 21:59:59,https://www.itch.io/jam/48-secret-jam-october-2017
Overall||Quality Of Work||Theme,2018-10-31 23:59:59,Jamtober 2018,25,3,2,2018-09-30 23:00:00,https://www.itch.io/jam/jamtober2018
,2016-07-28 21:00:00,Discworld Open Jam,25,0,2,2016-05-08 11:31:38,https://www.itch.io/jam/discworld-open-jam
Overall||Gameplay||Design||Theme Interpretation,2019-03-31 22:00:00,CCAW JAM,25,45,8,2019-03-29 22:00:00,https://www.itch.io/jam/ccaw-jam
,2016-06-07 23:00:00,Hits Playtime 2016,25,0,22,2016-05-29 22:00:01,https://www.itch.io/jam/hits-playtime-2016
,2017-02-25 22:00:00,Jupiter Hadley's Birthday Jam,25,0,14,2017-02-18 00:00:00,https://www.itch.io/jam/jupiter-hadleys-birthday-jam
Overall||Graphisme||Audio||Game Play||Respect du Thème||Jouabilité,2019-04-30 21:59:59,Game Jam Francophone Episode 5,25,226,15,2019-04-14 18:00:00,https://www.itch.io/jam/game-jam-francophone-episode-5
Overall||Respect du thème||Gameplay||Graphisme,2017-11-26 22:59:59,French Game Jam #2,25,3,3,2017-11-24 19:30:00,https://www.itch.io/jam/french-game-jam-2
,2017-10-31 06:59:59,ECTOCOMP: Le Grand Guignol,25,113,12,2017-10-02 14:20:38,https://www.itch.io/jam/ectocomp17lgg
,2018-10-31 23:59:59,"I can't be bothered to write a whole book, so I'll just write the blurb for the back cover writing jam",25,0,11,2017-06-12 23:00:00,https://www.itch.io/jam/i-cant-be-bothered-to-write-a-whole-book-so-ill-just-write-the-blurb-for-the-back-cover-writing-jam
,2019-07-14 23:00:00,Watch + Jam 2: The Inevitable Sequel!,25,0,9,2019-06-29 23:00:00,https://www.itch.io/jam/watch-and-jam-2
,2017-01-23 00:00:00,Weekly Hour Game Jam - W3 2017,25,0,11,2017-01-16 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w3-2017
,2018-10-28 17:00:00,Familiar Game Jam X,25,0,14,2018-10-26 15:00:00,https://www.itch.io/jam/familiargamejamx
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-09-16 09:00:00,Trijam #36: A 3 hour game jam,25,39,9,2019-09-13 09:00:00,https://www.itch.io/jam/trijam-36
,2017-03-06 00:00:00,Weekly Hour Game Jam - W9 2017,25,0,12,2017-02-27 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w9-2017
,2017-01-01 07:59:59,Holiday Rainbow Jam,25,0,4,2016-12-18 08:00:00,https://www.itch.io/jam/holidayrainbowjam
,2018-11-09 18:30:00,Gamethon 2018,25,0,23,2018-11-02 17:08:00,https://www.itch.io/jam/gamethon-2018
Overall||Respect du Thème||GamePlay||Graphisme||Son||Finition,2018-09-30 21:59:59,GameJam Francophone Episode 1,25,167,6,2018-09-13 22:00:00,https://www.itch.io/jam/gamejam-francophone-episode-1
,2018-05-28 03:59:59,Odd Weekend Game Jam 6,25,0,8,2018-05-25 04:00:00,https://www.itch.io/jam/odd-weekend-game-jam-6
Overall||Historia||Arte gráfico||Jugabilidad||Sonido,2018-10-29 05:59:59,Mermelada de Leyendas,25,0,3,2018-09-17 05:00:00,https://www.itch.io/jam/leyendas
Originality||Fun Factor||Audio||Graphics||Controls,2019-08-21 00:00:00,Intellivision Jam,25,39,9,2019-08-11 00:00:00,https://www.itch.io/jam/intellivision
,2019-01-08 12:00:00,The Krass-N.G. Jam 8!,26,0,8,2019-01-05 12:00:00,https://www.itch.io/jam/krassjam8
,2017-10-15 23:00:00,STL Scatterjam October 2017,26,0,18,2017-10-13 23:00:00,https://www.itch.io/jam/stl-scatterjam-october-2017
Overall||Gameplay||Theme/Idea||Art (Graphics/Sounds)||Mixing Team Ideas,2017-12-02 00:00:00,GWJam 2017,25,0,2,2017-10-25 23:00:00,https://www.itch.io/jam/gwjam2017
Overall||Estética||Gameplay||Polimento||Adequação ao tema,2018-09-05 02:59:59,IFRJ Game Jam,25,0,8,2018-08-31 20:00:00,https://www.itch.io/jam/ifrjam
Overall||Gameplay||Visuals||Music / Sound Effects,2018-04-22 07:00:00,The Code Monkeys Game Jam,25,8,4,2018-04-01 07:00:00,https://www.itch.io/jam/the-code-monkeys-game-jam
Overall||Enjoyment||Gameplay||Sights & Sounds||Themeness||Giant Bombitude,2015-12-07 04:59:59,Giant ROM 2,25,183,23,2015-11-28 05:00:00,https://www.itch.io/jam/giant-rom-2
,2016-08-09 00:00:00,St. Louis Game Dev Duel 2016,26,0,10,2016-07-01 00:00:00,https://www.itch.io/jam/game-dev-duel-2016
Overall,2018-01-06 05:00:00,Missile Command Throwback,25,0,10,2018-01-01 05:00:00,https://www.itch.io/jam/missile-command-throwback-
Overall||Overall||Graphics||Sound||Mechanics,2017-08-13 14:00:00,JF 48-Hour Gamejam,26,14,6,2017-08-11 14:00:00,https://www.itch.io/jam/jf-48-hour-gamejam
Overall||How Fast-to-Complete||Idea||Gameplay||Graphics,2017-07-07 20:59:59,Summer of Fast-to-Complete Games,26,87,12,2017-06-30 21:00:00,https://www.itch.io/jam/fast-to-complete-games
Overall,2017-08-21 21:18:00,Boteco Jam,26,0,10,2017-08-18 21:00:00,https://www.itch.io/jam/boteco-jam-1
Overall,2018-04-08 16:15:00,French Game Jam #6 (Récompenses),26,0,6,2018-04-02 07:00:00,https://www.itch.io/jam/french-game-jam-6
Overall,2019-02-04 04:59:59,Odd Week Long Game Jam 3,26,0,6,2019-01-25 05:00:00,https://www.itch.io/jam/odd-week-long-game-jam-3
,2018-09-23 22:00:00,IGDA Becker Chapter Asset Jam 2018,26,0,11,2018-09-21 22:00:00,https://www.itch.io/jam/asset-jam
,2018-04-01 18:00:00,Score Wars Game Jam,26,0,8,2018-03-29 18:00:00,https://www.itch.io/jam/score-wars-game-jam
Overall||Goal: The player has an objective to accomplish to win the game.||Rules: It is clear what the player must do and cannot do.||Space: The game takes place in a defined space that adds to the interest.||Theme: This jam’s theme is:  “Cyberpunk”||Prototype: This game is a functional Minimum Viable Product / Prototype.,2017-10-21 23:55:00,Spooky Game Jam 2017,26,167,10,2017-10-21 00:00:00,https://www.itch.io/jam/spooky-game-jam-2017
,2019-08-31 21:59:00,IndieDevDay2 GameJam,26,0,7,2019-08-24 22:01:00,https://www.itch.io/jam/indiedevday2gamejam
,2018-06-13 10:00:00,Hits Playtime 2018,26,0,21,2018-06-04 22:00:00,https://www.itch.io/jam/hits-playtime-2018
Overall||Whimsy||Ride Safety||Fried-Batter-to-Sausage-Ratio||Units of Barrels-O'-Fun,2017-11-13 05:59:00,Phony Island,26,33,10,2017-10-30 16:00:00,https://www.itch.io/jam/phony-island
,2018-11-20 14:00:00,Everything But The Game jam,26,0,1,2018-10-10 00:01:29,https://www.itch.io/jam/everythingbutthegame
Innovation - Is the game unique? Does it have some feature that stands out?||Gameplay - Is the game fun? Would you want to keep playing?||Art - Does the game look appealing?||Audio - Does the game sound good? Is the audio well designed and executed?||Content - How long does the game last?||Story - Does the game's storyline make sense? Is it well written/imaginative?,2018-01-01 07:59:59,Christmas break jam,26,0,5,2017-12-16 18:00:00,https://www.itch.io/jam/christmas-break-jam
Overall||Globale||Fun||Visuel||Son||Originalité||Respect du thème,2018-06-30 19:00:00,French Game Jam (Trinity - Season 1),26,50,8,2018-06-23 18:00:00,https://www.itch.io/jam/fgj-s1-trinity
,2019-09-15 21:00:00,Les Game Jams du RIJV #3 : Le Self Care,26,0,6,2019-09-06 17:00:00,https://www.itch.io/jam/les-game-jams-du-rijv-3-self-care
,2016-09-10 13:00:00,Make-A-Thing Sept 2016,26,0,4,2016-09-04 23:00:00,https://www.itch.io/jam/make-a-thing-16-09
,2018-08-27 01:00:00,Faust Game Jam 2018,26,0,9,2018-08-25 01:00:00,https://www.itch.io/jam/faust-game-jam
Overall Enjoyment||Use Of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-06-24 03:59:59,Untitled Game Jam #2,26,30,8,2019-06-07 04:00:00,https://www.itch.io/jam/untitled-game-jam-2
,2018-07-15 23:00:00,Watch + Jam,26,0,11,2018-06-30 23:00:00,https://www.itch.io/jam/watch-and-jam
,2019-04-04 04:00:00,The Trash Jam 2019! By C&D Cardboard Games!,26,0,9,2019-03-04 05:00:00,https://www.itch.io/jam/trashjam2019
Overall||Originality||Creativity||How good was the input method used?||Art and Style||Music And Sounds||Gameplay,2016-09-20 21:00:00,No Touch Screen Or Mouse Challenge,26,15,6,2016-09-06 21:00:00,https://www.itch.io/jam/no-touch-screen-chalange
,2018-11-30 22:59:00,SAE Game Jam,26,76,6,2018-11-30 09:00:00,https://www.itch.io/jam/sae-game-jam
,2015-06-04 04:00:00,TyTyTheMan Game Jam #1,27,0,29,2015-04-04 04:00:00,https://www.itch.io/jam/tytytheman-game-jam-1
,2017-10-02 04:00:00,IndieGalactic2017,27,0,19,2017-10-01 17:00:00,https://www.itch.io/jam/indiegalactic2017
,2016-11-30 06:00:00,Puzzle Game Vote Jam,26,12,3,2016-11-01 05:00:00,https://www.itch.io/jam/puzzle-game-jam
,2017-09-14 16:59:59,Weekly Game Jam - Week 9,27,0,4,2017-09-08 16:59:59,https://www.itch.io/jam/weekly-game-jam-9
Overall||Jugabilidad||Tema||Audio||Graficos||Originalidad,2019-09-08 18:00:00,Indie Dev Jam en Español #5,26,35,8,2019-09-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-5
,2019-06-21 23:00:00,10ª Game Jam Santa Maria,27,0,10,2019-06-14 20:00:00,https://www.itch.io/jam/10gjsm
,2018-09-18 06:00:00,$100 Prize - Modd.io Game Jam (Theme: Restaurant),27,0,2,2018-09-11 06:00:00,https://www.itch.io/jam/moddio-game-jam-2
Originality||Fun Factor||Audio||Graphics||Controls,2019-08-12 00:00:00,Mouse Movement Jam,26,57,10,2019-08-05 00:00:00,https://www.itch.io/jam/mouse-movement
,2017-06-19 00:00:00,Weekly Hour Game Jam - W24 2017,27,0,6,2017-06-12 00:00:00,https://www.itch.io/jam/weekly-hour-game-jam---w24-2017
Overall,2018-10-15 00:00:00,Stout-IGDA Fall 2018 Game Jam,26,0,19,2018-10-12 22:00:00,https://www.itch.io/jam/stout-f18-game-jam
,2019-09-02 03:59:59,Met Open Access Jam,27,0,4,2019-08-17 13:55:25,https://www.itch.io/jam/metropolitan-museum-of-art-jam
,2018-11-07 11:00:00,Pixeler's Jam,26,26,6,2018-10-31 11:00:00,https://www.itch.io/jam/pixelers-jam
Overall,2018-08-08 17:00:00,Circle Of Life Game Jam,26,0,1,2018-08-01 04:00:00,https://www.itch.io/jam/circle-of-life
,2016-08-15 03:00:00,Scrappy Jam,27,0,12,2016-08-06 03:00:00,https://www.itch.io/jam/scrappy-jam
Overall||Aesthetic||Entertainment Value||Use of Bolt,2019-01-12 04:59:59,Bolt Jam #4,27,0,7,2019-01-03 05:00:00,https://www.itch.io/jam/bolt-jam-4
,2018-11-12 04:59:59,Odd Weekend Game Jam 15,27,0,6,2018-11-09 05:00:00,https://www.itch.io/jam/odd-weekend-game-jam-15
,2016-06-12 23:00:00,Super Love Jam 2016,27,0,9,2016-06-10 22:00:00,https://www.itch.io/jam/super-love-jam-2016
,2018-12-27 05:36:59,Bitsy Community Secret Santa!!!,27,0,27,2018-12-23 06:00:00,https://www.itch.io/jam/bitsy-secret-santa-2018
Overall||Matches with topic?||Fun Factor||Nice looking art||Catchy music,2017-07-30 10:00:00,48 Secret Jam,27,11,2,2017-07-28 10:00:00,https://www.itch.io/jam/48-secret-jam
Overall||Theme||Limitation||Ergonomy/Feel||Polish,2019-06-10 00:00:00,Datapack Jam 2 - A New Custom Entity,27,7,4,2019-06-08 00:00:00,https://www.itch.io/jam/datapack-jam-2
