game_accessibility,game_asset_license,game_ave_session,game_criteria,game_desc_len,game_developers,game_developers_url,game_genres,game_inputs,game_language,game_last_update,game_license,game_made_with,game_name,game_no_ratings,game_no_screenshots,game_platforms,game_price,game_publish_date,game_ranks,game_raw_scores,game_release_date,game_scores,game_size,game_source_code,game_status,game_submission_page,game_tags,game_url,jam_name,jam_url,overall_rank,high_ranking,number_of_developers
,,,Sounds||Art||Overall||Gameplay||Respect of the theme,154.0,frescogusto,https://frescogusto.itch.io,Adventure,,,,,Unity,SOGNARDO,14.0,3.0,Windows||macOS||HTML5,Name your own price,,2||3||4||11||13,4.286||4.500||4.000||3.500||3.714,,4.286||4.500||4.000||3.500||3.714,sognardo-win.zip||20 MB||||Windows<>sognardo-osx.zip||25 MB||||macOS,,Released,https://itch.io/jam/mini-jam-18-dreams/rate/351297,Dreams||minijam,https://frescogusto.itch.io/sognardo,Mini Jam 18: Dreams,https://www.itch.io/jam/mini-jam-18-dreams,4,1,1
,,,Art||Respect of the theme||Overall||Gameplay||Sounds,496.0,squiddyfish,https://squiddyfish.itch.io,Adventure,,,,,Bitsy,a kitten's dream adventure,16.0,1.0,HTML5,,,8||11||18||23||30,4.125||3.813||3.063||2.750||1.563,,4.125||3.813||3.063||2.750||1.563,,,Released,https://itch.io/jam/mini-jam-18-dreams/rate/351155,2D||amateur||Bitsy||bitsy-game-maker||cats||Cute||Dreams||kitten||Pixel Art||pixels,https://squiddyfish.itch.io/a-kittens-dream-adventure,Mini Jam 18: Dreams,https://www.itch.io/jam/mini-jam-18-dreams,18,0,1
,,A few seconds,Gameplay||Art||Sounds||Overall||Respect of the theme,1129.0,ZaffreSheep,https://zaffresheep.itch.io,Survival,Keyboard,English,,,Unity,Abyss,24.0,4.0,Windows||Android||HTML5,,,7||18||19||20||28,3.625||3.125||2.792||3.000||2.458,,3.625||3.125||2.792||3.000||2.458,Abyss.zip||13 MB||||Windows<>Abyss.apk||21 MB||||Android,,Prototype,https://itch.io/jam/mini-jam-18-dreams/rate/350996,2D||Casual||Endless||Short||Unity,https://zaffresheep.itch.io/abyss,Mini Jam 18: Dreams,https://www.itch.io/jam/mini-jam-18-dreams,20,0,1
,Creative Commons Attribution_NonCommercial v4.0 International,A few minutes,Sounds||Art||Gameplay||Overall||Respect of the theme,540.0,Zapdexio,https://zapdexio.itch.io,Shooter,Keyboard||Mouse,English,12 October 2019 @ 18:22,,,Dream Buster,11.0,5.0,Flash,,,16||20||20||21||26,3.091||2.909||3.000||2.955||2.818,31 December 2018 @ 15:00,3.091||2.909||3.000||2.955||2.818,,,Released,https://itch.io/jam/mini-jam-18-dreams/rate/351310,2D||Dreams||Pixel Art||three-colors,https://zapdexio.itch.io/dream-buster,Mini Jam 18: Dreams,https://www.itch.io/jam/mini-jam-18-dreams,21,0,1
,,,Gameplay||Respect of the theme||Sounds||Overall||Art,333.0,TopperVideoGames,https://toppervideogames.itch.io,Shooter,,,,,Unity,Dreams On The Side,11.0,3.0,HTML5,,,16||19||20||22||25,3.182||3.182||2.727||2.932||2.636,,3.182||3.182||2.727||2.932||2.636,,,Released,https://itch.io/jam/mini-jam-18-dreams/rate/351343,2D||Chess||Minimalist||Shoot 'Em Up||Unity,https://toppervideogames.itch.io/dreams-on-the-side,Mini Jam 18: Dreams,https://www.itch.io/jam/mini-jam-18-dreams,22,0,1
,,A few minutes,Overall||Gameplay||Aesthetics||Theme||Sound,388.0,Stepford||SlickRamen,https://stepford.itch.io||https://slickramen.itch.io,Action||Shooter,,English,,,GameMaker: Studio,DEVASTATION NATION,10.0,6.0,,,,1||1||2||2||3,3.900||3.900||4.300||4.600||3.500,,3.900||3.900||4.300||4.600||3.500,DEVASTATION NATION.zip||9 MB||||,,Released,https://itch.io/jam/scorejam5/rate/442275,Fast-Paced||GameMaker||High Score||My First Game Jam||Pixel Art||scorespace||Singleplayer||Top down shooter,https://stepford.itch.io/devastation-nation,ScoreSpace Jam #5 [Presented by Shacknews],https://www.itch.io/jam/scorejam5,1,1,2
,,,Sound||Overall||Aesthetics||Theme||Gameplay,443.0,Waldo,https://astoldbywaldo.itch.io,Shooter,,,,,Unity,Death Cruise,11.0,12.0,macOS||HTML5,,,1||2||3||3||4,4.273||3.818||4.182||4.455||3.364,,4.273||3.818||4.182||4.455||3.364,DeathCruise.app.zip||21 MB||||macOS,,Released,https://itch.io/jam/scorejam5/rate/442054,2D||Pixel Art||scorejam||Space||Top down shooter,https://astoldbywaldo.itch.io/death-cruise,ScoreSpace Jam #5 [Presented by Shacknews],https://www.itch.io/jam/scorejam5,2,1,1
,,,Theme||Gameplay||Overall||Aesthetics||Sound,851.0,ThomW,https://thomw.itch.io,Action,,,,,Phaser,UFO Destruction,10.0,2.0,HTML5,,,10||10||15||18||20,3.500||2.700||2.200||2.100||1.800,,3.500||2.700||2.200||2.100||1.800,,,Released,https://itch.io/jam/scorejam5/rate/442286,,https://thomw.itch.io/ufo-destruction,ScoreSpace Jam #5 [Presented by Shacknews],https://www.itch.io/jam/scorejam5,15,0,1
,,,Theme||Aesthetics||Overall||Gameplay||Sound,184.0,ChilledHeightsStudios,https://chilledheightsstudios.itch.io,Action,,,,,Unity,Rumbuild,11.0,1.0,HTML5,,,19||20||21||22||22,2.455||1.909||1.818||1.636||1.091,,2.455||1.909||1.818||1.636||1.091,,,Released,https://itch.io/jam/scorejam5/rate/442278,2D||Arcade||High Score||scorejam||scorespace,https://chilledheightsstudios.itch.io/rumbuild,ScoreSpace Jam #5 [Presented by Shacknews],https://www.itch.io/jam/scorejam5,21,0,1
,,,Gameplay||Presentation||Audio||Art||Overall,888.0,JBazte||Brunopasca,https://jbazte.itch.io||https://brunopasca.itch.io,Adventure||Shooter,,,,,,Haunted Castle,39.0,5.0,Windows,,,1||1||1||1||1,4.641||4.615||4.615||4.795||4.667,,4.641||4.615||4.615||4.795||4.667,Haunted Castle||31 MB||||Windows,,Released,https://itch.io/jam/mini-jam-25-spirits/rate/402584,16-bit||2D||Action-Adventure||Dungeon Crawler||minijam||Pixel Art||Roguelite||Spooky,https://jbazte.itch.io/haunted-castle,Mini Jam 25: Spirits,https://www.itch.io/jam/mini-jam-25-spirits,1,1,2
,,,Overall||Art||Presentation||Gameplay||Audio,688.0,Brainoid||Elthen's Pixel Art Shop,https://brainoid.itch.io||https://elthen.itch.io,Adventure,,,,,Unity,Spirits Within : The Washing Machine?,34.0,1.0,Windows||macOS||HTML5,Name your own price,,2||2||2||4||5,4.294||4.735||4.500||4.118||3.824,,4.294||4.735||4.500||4.118||3.824,Spirits Within Windows||11 MB||||Windows<>Spirits Within Macs||18 MB||||macOS,,Released,https://itch.io/jam/mini-jam-25-spirits/rate/402522,minijam||Pixel Art||Spooky||Stealth,https://brainoid.itch.io/spirits-within-the-washing-machine,Mini Jam 25: Spirits,https://www.itch.io/jam/mini-jam-25-spirits,2,1,2
,,A few minutes,Audio||Presentation||Overall||Art||Gameplay,1221.0,Hekla Björk||Emma,https://hekla.itch.io||https://elyon.itch.io,Adventure,Keyboard||Mouse,English,,,Unity||Audacity,Songs of Change,12.0,4.0,Windows||macOS,,,2||2||3||3||13,4.167||4.500||4.125||4.417||3.417,,4.167||4.500||4.125||4.417||3.417,songs-of-change-win.zip||62 MB||||Windows<>songs-of-change-mac.zip||63 MB||||macOS,,Released,https://itch.io/jam/mini-jam-25-spirits/rate/402439,3D||Atmospheric||cats||Music||My First Game Jam||Walking simulator,https://hekla.itch.io/songs-of-change,Mini Jam 25: Spirits,https://www.itch.io/jam/mini-jam-25-spirits,3,1,2
,,,Gameplay||Art||Overall||Presentation||Audio,0.0,okimoto182,https://okimoto182.itch.io,Action,,,,,Unity,Possessive,10.0,1.0,HTML5,,,20||22||26||28||36,3.000||3.300||2.850||2.700||2.400,,3.000||3.300||2.850||2.700||2.400,,,Released,https://itch.io/jam/mini-jam-25-spirits/rate/402523,,https://okimoto182.itch.io/possessive,Mini Jam 25: Spirits,https://www.itch.io/jam/mini-jam-25-spirits,26,0,1
,,,Art||Gameplay||Overall||Presentation||Audio,107.0,TopperVideoGames,https://toppervideogames.itch.io,Puzzle,,,,,Unity,Ghost Bar,12.0,1.0,HTML5,,,26||27||29||33||39,3.000||2.750||2.646||2.583||2.250,,3.000||2.750||2.646||2.583||2.250,,,Released,https://itch.io/jam/mini-jam-25-spirits/rate/402542,3D||drinks||Ghosts||Unity,https://toppervideogames.itch.io/ghost-bar,Mini Jam 25: Spirits,https://www.itch.io/jam/mini-jam-25-spirits,29,0,1
,,,Art||Audio||Overall||Gameplay||Presentation,260.0,Cyber,https://cyberek.itch.io,,,,,,,Don't Touch Spire!,11.0,5.0,HTML5,,,25||30||32||35||37,3.182||2.636||2.591||2.182||2.364,,3.182||2.636||2.591||2.182||2.364,,,Released,https://itch.io/jam/mini-jam-25-spirits/rate/401495,,https://cyberek.itch.io/dont-touch-spire,Mini Jam 25: Spirits,https://www.itch.io/jam/mini-jam-25-spirits,32,0,1
One button,,A few minutes,Overall||Sounds||Art||Gameplay,431.0,KingW||ZahranW,https://kingw.itch.io||https://zahranworrell.itch.io,Rhythm,Keyboard,,,,,Rhythm OwO,13.0,4.0,Windows,Name your own price,,1||1||3||3,4.000||4.077||4.231||3.692,,4.000||4.077||4.231||3.692,Rhythm OwO post jam||25 MB||||Windows,,Released,https://itch.io/jam/mini-jam-20-music/rate/362436,Music||owo||Pixel Art,https://kingw.itch.io/rhythm-owo,Mini Jam 20: Music,https://www.itch.io/jam/mini-jam-20-music,1,1,2
,,,Gameplay||Art||Overall||Sounds,370.0,saucygames,https://saucygames.itch.io,Action,,,,,Unity,iOwO,11.0,4.0,HTML5,,,1||1||2||5,4.000||4.364||3.879||3.273,,4.000||4.364||3.879||3.273,,,Prototype,https://itch.io/jam/mini-jam-20-music/rate/362505,,https://saucygames.itch.io/iowo,Mini Jam 20: Music,https://www.itch.io/jam/mini-jam-20-music,2,1,1
,,,Gameplay||Overall||Sounds||Art,284.0,DevastationGB,https://devastationgb.itch.io,,,,,,Unity,0w0 Clicker,11.0,1.0,HTML5,,,5||15||17||18,3.182||2.515||2.273||2.091,,3.182||2.515||2.273||2.091,,,Released,https://itch.io/jam/mini-jam-20-music/rate/361295,0w0||clicker||owo||uwu,https://devastationgb.itch.io/0w0-clicker,Mini Jam 20: Music,https://www.itch.io/jam/mini-jam-20-music,15,0,1
,,,Gameplay||Sounds||Overall||Art,447.0,Jaykingamez,https://jaykingamez.itch.io,Simulation,,,,,Unity,Hit that,11.0,5.0,Windows||HTML5,,,22||24||24||27,1.636||1.455||1.394||1.091,,1.636||1.455||1.394||1.091,Hit_that.zip||15 MB||||Windows,,Released,https://itch.io/jam/mini-jam-20-music/rate/361562,2D||Casual||minigames||Minimalist||Music,https://jaykingamez.itch.io/hit-that,Mini Jam 20: Music,https://www.itch.io/jam/mini-jam-20-music,24,0,1
,,,Fun||Overall||Polish||Theme||Creativity,415.0,luizfernando||Marcial Lincoln||Victor Tolentino||WesleyRodrigues,https://luizfernando.itch.io||https://mcunha.itch.io||https://kilikify.itch.io||https://wesleyrodrigues.itch.io,,,,,,,Equinox: A Sinner's Song,31.0,4.0,Windows,Name your own price,,1||1||3||4||7,3.968||4.032||4.000||4.194||3.968,,3.968||4.032||4.000||4.194||3.968,"Equinox_v1.2.part1.rar||1,023 MB||||Windows<>Equinox_v1.2.part2.rar||7 MB||||Windows",,Released,https://itch.io/jam/gdl-july-jam/rate/279927,,https://luizfernando.itch.io/equinoxasinnersong,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,1,1,4
,,,Polish||Overall||Theme||Fun||Creativity,217.0,Josh Perry,https://joshperry.itch.io,,,,,,LÖVE||Aseprite||Sublime Text,Jackdaw Manor,15.0,3.0,Windows||macOS||Linux,Name your own price,,1||2||3||4||8,4.267||3.967||4.267||3.467||3.867,,4.267||3.967||4.267||3.467||3.867,Jam version (LÖVE)||6 MB||||Windows||Linux||macOS<>Jam version (Windows)||9 MB||||Windows,,Released,https://itch.io/jam/gdl-july-jam/rate/279758,Horror||LÖVE||Short,https://joshperry.itch.io/jackdaw-manor,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,2,1,1
,,,Creativity||Overall||Polish||Fun||Theme,178.0,bphillips,https://bphillips.itch.io,Educational,,,,,,T R A P P E D,13.0,3.0,Windows,,,1||3||5||8||9,4.308||3.962||4.077||3.385||4.077,,4.151||3.817||3.929||3.261||3.929,TRAPPED 32-bit.zip||458 MB||||Windows<>TRAPPED 64-bit.zip||460 MB||||Windows,,In development,https://itch.io/jam/gdl-july-jam/rate/279797,,https://bphillips.itch.io/trapped,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,3,1,1
,,A few minutes,Creativity||Overall||Theme||Fun||Polish,576.0,HjorturJ||cosmonausta,https://hjorturj.itch.io||https://cosmonausta.itch.io,Survival||Action,Keyboard||Mouse,English,,,Unity||Audacity||Pyxel Edit,vekt,13.0,6.0,Windows,,,3||4||5||5||6,4.231||3.942||4.231||3.462||3.846,,4.077||3.799||4.077||3.336||3.706,vekt_1.0_windows.exe||23 MB||||Windows,,Prototype,https://itch.io/jam/gdl-july-jam/rate/279811,2D||Black and White||Hack and Slash||Horror||Minimalist||Roguelike||Survival Horror||Top-Down,https://hjorturj.itch.io/vekt,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,4,1,2
,,,Theme||Creativity||Overall||Fun||Polish,560.0,Andrew Sylvester,https://indyandy.itch.io,,,,,,,Notes,16.0,1.0,,Name your own price,,1||5||5||6||12,4.500||4.063||3.797||3.313||3.313,,4.500||4.063||3.797||3.313||3.313,Notes.zip||64 MB||||,,Released,https://itch.io/jam/gdl-july-jam/rate/279808,,https://indyandy.itch.io/notes,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,5,1,1
,,,Fun||Polish||Overall||Creativity||Theme,548.0,SuperFondue||Civetdelapin,https://superfondue.itch.io||https://civetdelapin.itch.io,Action,,,24 October 2019 @ 04:28,,Unity,tl;dr : This is the life,18.0,1.0,HTML5,,,3||3||6||6||23,3.667||4.000||3.764||4.000||3.389,,3.667||4.000||3.764||4.000||3.389,,,Released,https://itch.io/jam/gdl-july-jam/rate/279734,2D||gamedevleague||Global Game Jam||Pixel Art||scoring||ufo-catcher,https://superfondue.itch.io/tldr-this-is-the-life,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,6,1,2
,,A few minutes,Fun||Theme||Polish||Overall||Creativity,514.0,ics_de,https://ics-de.itch.io,Shooter,Keyboard||Mouse,English,,,Unity||Adobe Photoshop,The Dungeon,25.0,3.0,Windows||macOS||Linux||HTML5,,,2||2||7||7||22,3.680||4.480||3.640||3.760||3.240,,3.680||4.480||3.640||3.760||3.240,The Dungeon - Linux.zip||26 MB||||Linux<>The Dungeon - Mac.zip||22 MB||||macOS<>The Dungeon - Windows.zip||18 MB||||Windows,,In development,https://itch.io/jam/gdl-july-jam/rate/279563,doom||dungeon||FPS||Unity||wolfenstein,https://ics-de.itch.io/the-dungeon,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,7,1,1
,,A few minutes,Polish||Theme||Overall||Creativity||Fun,449.0,Bitwise-Operations||FREDtwilight||the_rembo,https://kejoku.itch.io||https://fredtwilight.itch.io||https://the-rembo.itch.io,Action||Survival,,English,,,Unity,Don't Wake Up - GDL July Jam Entry,26.0,5.0,HTML5,,,2||8||8||10||13,4.154||3.962||3.740||3.808||3.038,,4.154||3.962||3.740||3.808||3.038,,,Released,https://itch.io/jam/gdl-july-jam/rate/279800,8-Bit||Top down shooter,https://kejoku.itch.io/dont-wake-up-gdl,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,8,1,3
,,,Creativity||Theme||Overall||Fun||Polish,143.0,18bitsgaming||spyke4ever73,https://18bitsgaming.itch.io||https://spyke4ever73.itch.io,Puzzle,,,,,,Freaky Friday Party,11.0,1.0,Windows,,,23||27||32||34||35,3.636||3.545||2.909||2.182||2.273,,3.223||3.143||2.579||1.934||2.015,Freaky Friday Party.zip||24 MB||||Windows,,Prototype,https://itch.io/jam/gdl-july-jam/rate/279786,,https://18bitsgaming.itch.io/freaky-friday-party,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,32,0,2
,,,Creativity||Fun||Polish||Overall||Theme,167.0,technodribble,https://technodribble.itch.io,Strategy,,,,,,Under Escher Pressure,11.0,1.0,,,,13||24||33||33||39,4.000||2.818||2.455||2.886||2.273,,3.546||2.498||2.176||2.558||2.015,Under Escher Pressure.zip||13 MB||||,,Prototype,https://itch.io/jam/gdl-july-jam/rate/279794,,https://technodribble.itch.io/under-escher-pressure,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,33,0,1
,,,Fun||Polish||Overall||Creativity||Theme,204.0,Kaposkee||Henzy||Nohan Dias,https://kaposkee.itch.io||https://henzy.itch.io||https://nohan-dias.itch.io,Action,,,,,,The Baby Boy's Nightmare,10.0,2.0,Windows,,,22||27||34||34||37,3.000||2.900||3.000||3.200||2.900,,2.535||2.451||2.535||2.704||2.451,TBBN.rar||16 MB||||Windows,,Prototype,https://itch.io/jam/gdl-july-jam/rate/279813,2D||Shoot 'Em Up||Top-Down,https://kaposkee.itch.io/the-baby-boys-nightmare,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,34,0,3
,,,Theme||Creativity||Overall||Fun||Polish,177.0,PipeDream_Games,https://pipedream-games.itch.io,,,,,,,The FerryMan,11.0,1.0,Windows,,,25||28||35||36||39,3.727||3.364||2.705||2.000||1.727,,3.304||2.982||2.397||1.773||1.531,Ferryman.7z||180 MB||||Windows,,Prototype,https://itch.io/jam/gdl-july-jam/rate/279807,,https://pipedream-games.itch.io/the-ferryman,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,35,0,1
,,,Theme||Fun||Overall||Creativity||Polish,0.0,Digitaldude555,https://digitaldude555.itch.io,Action,,,,,Unity,Zombies took my luggage.,15.0,1.0,HTML5,,,28||31||36||37||37,3.133||2.133||2.350||2.267||1.867,,3.133||2.133||2.350||2.267||1.867,,,Released,https://itch.io/jam/gdl-july-jam/rate/279792,,https://digitaldude555.itch.io/zombies-took-my-luggage,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,36,0,1
Color-blind friendly||High-contrast||Textless,,A few seconds,Polish||Creativity||Overall||Theme||Fun,476.0,StarBoar D,https://starboar-d.itch.io,,Mouse,,,,GameMaker: Studio,Boar.exe,12.0,1.0,Windows,,,32||35||37||38||39,2.417||2.917||2.396||2.417||1.833,,2.237||2.700||2.218||2.237||1.697,Boar.exe||18 MB||||Windows,,Released,https://itch.io/jam/gdl-july-jam/rate/279520,boar||Creepy||exe||weird,https://starboar-d.itch.io/boarexe,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,37,0,1
,,,Theme||Fun||Creativity||Overall||Polish,0.0,Lanboost,https://lanboost.itch.io,,,,,,Unity,Darkness Tower Survival,14.0,1.0,HTML5,,,31||35||38||39||40,3.000||1.786||2.214||2.125||1.500,,3.000||1.786||2.214||2.125||1.500,,,In development,https://itch.io/jam/gdl-july-jam/rate/279719,,https://lanboost.itch.io/darkness-tower-survival,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,39,0,1
,,,Theme||Fun||Polish||Creativity||Overall,27.0,The Gamer Cat,https://thegamercat.itch.io,Action,,,,,Construct,Touhou: Koala Edition,18.0,1.0,HTML5,,,40||41||41||41||41,1.278||1.222||1.222||1.222||1.236,,1.278||1.222||1.222||1.222||1.236,,,Released,https://itch.io/jam/gdl-july-jam/rate/279535,Bullet Hell||Horror||koala||Touhou,https://thegamercat.itch.io/touhou-koala-edition,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam,41,0,1
,,A few minutes,Fun||Polish||Overall||Creativity||Theme,195.0,TimRuswick,https://timruswick.itch.io,Platformer,Keyboard,,,,Construct,Indie Jones: Raiders of the Lost Art,12.0,3.0,HTML5,,,3||3||3||4||12,3.333||3.583||3.125||3.333||2.250,,3.333||3.583||3.125||3.333||2.250,,,Released,https://itch.io/jam/gdl-march-madness-jam/rate/130272,2D||Funny||Singleplayer||Story Rich,https://timruswick.itch.io/indie-jones-raiders-of-the-lost-art,GDL  March Madness Jam,https://www.itch.io/jam/gdl-march-madness-jam,3,1,1
,,,Theme||Polish||Fun||Overall||Creativity,317.0,Big Dave,https://geeitsomelaldy.itch.io,Platformer,,,,,Unity,FIST! Of the Yard,10.0,1.0,HTML5,,,5||6||9||9||13,3.300||2.500||2.500||2.700||2.500,,3.300||2.500||2.500||2.700||2.500,,,Released,https://itch.io/jam/gdl-march-madness-jam/rate/130235,,https://geeitsomelaldy.itch.io/fist-of-the-yard,GDL  March Madness Jam,https://www.itch.io/jam/gdl-march-madness-jam,9,0,1
,,,Overall||Creativity||Polish||Fun||Theme,887.0,ItsNotAGoodTime,https://itsnotagoodtime.itch.io,,,,,,,Climb Princess Climb!,25.0,4.0,Windows||macOS,,,1||1||1||2||5,4.210||4.240||4.360||4.200||4.040,,4.210||4.240||4.360||4.200||4.040,cpc_windows.zip||24 MB||||Windows<>cpc_mac.zip||41 MB||||macOS,,Prototype,https://itch.io/jam/gdl-july-jam-2/rate/456903,2D||cat-cat-magic-attack||Cute||dungeon||frustrating||Game Jam||gdl||Physics||princess||Unity,https://itsnotagoodtime.itch.io/climb-princess-climb,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,1,1,1
,,,Theme||Overall||Polish||Creativity||Fun,346.0,jBeetham||Phill,https://jbeetham.itch.io||https://popcron.itch.io,Action,,,,,,Hells Divide,17.0,3.0,Windows||Linux,,,1||2||2||3||3,4.588||4.147||4.059||3.941||4.000,,4.588||4.147||4.059||3.941||4.000,Linux.zip||33 MB||||Linux<>Windows.zip||28 MB||||Windows,,Released,https://itch.io/jam/gdl-july-jam-2/rate/457262,,https://jbeetham.itch.io/hells-divide,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,2,1,2
,,,Creativity||Overall||Polish||Fun||Theme,787.0,a Martínez||joanliqui,https://theghostx.itch.io||https://joanliqui.itch.io,,,,,,Unity,The Gamble Game | GDL-JulyJam,31.0,3.0,Windows||macOS||HTML5,,,2||3||4||4||7,4.097||3.847||3.677||3.774||3.839,,4.097||3.847||3.677||3.774||3.839,The Gamble Game.zip||61 MB||||Windows||macOS,,Released,https://itch.io/jam/gdl-july-jam-2/rate/457385,dungeons||Game Jam||gdl||Ludum Dare 44,https://theghostx.itch.io/the-gamble-game,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,3,1,2
,,,Fun||Overall||Polish||Theme||Creativity,96.0,SaltySoupGames,https://saltysoupgames.itch.io,Action,,,,,Unity,DungeonSquare,17.0,1.0,HTML5,,,1||4||7||10||12,4.235||3.456||2.941||3.588||3.059,,4.235||3.456||2.941||3.588||3.059,,,Prototype,https://itch.io/jam/gdl-july-jam-2/rate/457277,,https://saltysoupgames.itch.io/dungeon,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,4,1,1
,,,Creativity||Theme||Overall||Polish||Fun,57.0,MaxPchelintsev,https://maxpchelintsev.itch.io,Adventure,,,,,Unity,Finding the dungeon,13.0,2.0,HTML5,,,8||13||14||16||16,3.462||3.154||2.692||1.923||2.231,,3.462||3.154||2.692||1.923||2.231,,,Prototype,https://itch.io/jam/gdl-july-jam-2/rate/457149,,https://maxpchelintsev.itch.io/finding-the-dungeon,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,14,0,1
,,,Polish||Fun||Overall||Creativity||Theme,463.0,kacproc,https://kacproc.itch.io,Action,,,,,,Blood Runner,14.0,1.0,Windows,,,8||14||15||17||18,2.857||2.571||2.518||2.500||2.143,,2.857||2.571||2.518||2.500||2.143,BnWDungeon.rar||36 MB||||Windows,,Released,https://itch.io/jam/gdl-july-jam-2/rate/457275,2D||Endless||Gore||Pixel Art||Runner,https://kacproc.itch.io/lightest-dungeon,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,15,0,1
High-contrast,Creative Commons Attribution v4.0 International,About a half-hour,Polish||Creativity||Theme||Overall||Fun,54.0,Strawman,https://strawmangames.itch.io,,Keyboard,English,,,Godot||Pyxel Edit,Good Boys Go to Heaven,13.0,1.0,HTML5,,,15||15||17||17||18,2.077||2.846||2.462||2.154||1.231,28 July 2019 @ 21:52,2.077||2.846||2.462||2.154||1.231,,,Released,https://itch.io/jam/gdl-july-jam-2/rate/456732,2D||Abstract||artgame||Creepy||Dark||My First Game Jam||Mystery||Psychological Horror||Singleplayer||suspense,https://strawmangames.itch.io/gbgth,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,17,0,1
,,,Creativity||Theme||Fun||Polish||Overall,131.0,synapse,https://ogsynapse.itch.io,,,,,,,Dungeon Tycoon,10.0,2.0,Windows,,,14||16||17||18||18,3.400||3.100||1.600||1.600||2.425,,2.982||2.719||1.403||1.403||2.127,Windows_DungeonTycoon (2).zip||20 MB||||Windows,,Released,https://itch.io/jam/gdl-july-jam-2/rate/457381,clicker||Game Jam,https://ogsynapse.itch.io/dungeon-tycoon,GDL - July Jam,https://www.itch.io/jam/gdl-july-jam-2,18,0,1
,,,Developer's Choice||Aesthetics||Sound||Overall||Gameplay||Theme,505.0,tinyDinoGames,https://tinydinogames.itch.io,Strategy,,,,,,Totem,12.0,6.0,,,,0||1||1||1||1||3,n/a||4.750||4.000||4.125||4.167||3.583,,n/a||4.750||4.000||4.125||4.167||3.583,Totem.zip - Original Jam Build||25 MB||||<>Totem.exe||38 MB||||<>totem.zip||26 MB||||,,Released,https://itch.io/jam/scorejam6/rate/471069,2D||Atmospheric||Cute||GameMaker||Management||Pixel Art||Relaxing||Retro||Singleplayer,https://tinydinogames.itch.io/totem,ScoreSpace Jam #6 [Presented by Shacknews],https://www.itch.io/jam/scorejam6,1,1,1
Interactive tutorial,,A few minutes,ScoreSpace Choice||Aesthetics||Sound||Theme||Gameplay||Overall,956.0,SoulBounded||Jarrett Ang,https://soulbounded.itch.io||https://jarrett-ang.itch.io,Platformer||Action,Keyboard,English,,,Unity,A Long Way Down,17.0,8.0,Windows||Linux||HTML5,,,0||2||2||2||2||2,n/a||4.412||3.706||3.765||3.941||3.956,,n/a||4.412||3.706||3.765||3.941||3.956,ALongWayDownWindows_V1.3.zip||26 MB||||Windows<>ALongWayDownWindows_V1.2 [OLD]||26 MB||||Windows<>ALongWayDownLinux_UnstableV1.3||31 MB||||Linux<>ALongWayDownLinux_UnstableV1.2 [OLD]||30 MB||||Linux,,Released,https://itch.io/jam/scorejam6/rate/470626,2D||Arcade||Casual||Difficult||Endless||Procedural Generation||Short||Side Scroller||Singleplayer,https://soulbounded.itch.io/a-long-way-down,ScoreSpace Jam #6 [Presented by Shacknews],https://www.itch.io/jam/scorejam6,2,1,2
,,,Streamer's Choice||Aesthetics||Sound||Overall||Gameplay||Theme,1803.0,Colisan,https://colisan.itch.io,Platformer,,,,,,Lock Apala,13.0,3.0,HTML5,,,0||3||3||3||3||4,n/a||4.077||3.462||3.654||3.538||3.538,,n/a||4.077||3.462||3.654||3.538||3.538,Download the .mfa source code||4 MB||||,,Released,https://itch.io/jam/scorejam6/rate/470939,Arcade||Game Jam||hard||High Score||karma||scorespace,https://colisan.itch.io/lock-apala,ScoreSpace Jam #6 [Presented by Shacknews],https://www.itch.io/jam/scorejam6,3,1,1
