jam_criteria,jam_end_date,jam_host,jam_name_x,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration,jam_desc_len,jam_name_y,jam_no_illustrations,jam_no_videos,num_hosts,num_criteria
Most 4-color like||Gameplay,2018-08-26 04:00:00,TheGoldenMinion Studios,4 color jam!,8,7,3,2018-08-20 04:00:00,https://www.itch.io/jam/4-color-jam,y,144.0,291,4 color jam!,0,0,1,2
FINAL RATING||THEME!||C O L O R F U L N E S S,2019-09-26 13:00:00,TheMadPigster,Weekly Rainbow Jam - Week 5,11,8,5,2019-09-20 13:00:00,https://www.itch.io/jam/weekly-rainbow-jam-week-5,y,144.0,981,Weekly Rainbow Jam - Week 5,0,0,1,3
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-06-13 17:00:00,Weekly Game Jam||PouleyKetchoup||Nekomatata,Weekly Game Jam - Week 100,239,517,69,2019-06-07 17:00:00,https://www.itch.io/jam/weekly-game-jam-100,y,144.0,1497,Weekly Game Jam - Week 100,1,0,3,5
Overall||Graphics||Audio||Fun||Innovation||Technical||Theme,2019-04-11 17:00:00,Joshua McLean,8 Bits to Infinity ~ Two Button Jam,241,0,66,2019-04-05 17:00:00,https://www.itch.io/jam/2buttonjam,y,144.0,9549,8 Bits to Infinity ~ Two Button Jam,1,0,1,7
Overall,2019-03-07 17:00:00,Joshua McLean,8 Bits to Infinity ~ Platformer Week,114,0,37,2019-03-01 17:00:00,https://www.itch.io/jam/platformer-week,y,144.0,6245,8 Bits to Infinity ~ Platformer Week,1,0,1,1
Overall||Creativity and Design||Innovation||Music||UI||Graphics,2018-02-01 18:30:00,ISOLATION MEDIA,Get a PAID asset_JAM #1,3,4,2,2018-01-26 18:30:00,https://www.itch.io/jam/get-a-paid-asset-jam-1,y,144.0,432,Get a PAID asset_JAM #1,0,0,1,6
Host Judgement||Enjoyment||Intuition||Effort,2019-07-24 08:00:00,Mattabulous,Mattabulous' Weekly Jam,11,0,2,2019-07-18 08:00:00,https://www.itch.io/jam/mattabulous-weekly-jam,y,144.0,816,Mattabulous' Weekly Jam,0,0,1,4
Is it good||Has a good story?,2019-09-03 23:00:00,TomandJerry6854,Pixel Game Jam #1,59,17,5,2019-08-28 23:00:00,https://www.itch.io/jam/pixel-game-jam,y,144.0,134,Pixel Game Jam #1,0,0,1,2
Overall,2016-02-04 06:00:00,Wolfgame,Global Game Jam: Nashville,13,0,7,2016-01-29 06:00:00,https://www.itch.io/jam/ggj-nashville-2016,y,144.0,334,Global Game Jam: Nashville,2,0,1,1
Vote on your favorite,2017-08-10 05:00:00,Gear Factory,Cat and Octopus Jam,22,4,3,2017-08-04 05:00:00,https://www.itch.io/jam/cat-and-octopus-jam,y,144.0,318,Cat and Octopus Jam,0,0,1,1
"Overall||Does the game feel like you're playing as a squirrel?||Does the setting re-inforce squirrel life?||Is the Squirrel art exciting and/or squirrel-y?||Is the gameplay loop engaging?||Does the game take an appropriate amount of time? (Not too long, not too short- pick up'n go/put down)||Is the game -fun-?",2017-07-29 07:00:00,korze,Squirrels Extreme!,7,0,1,2017-07-23 07:00:00,https://www.itch.io/jam/squirrels-extreme,y,144.0,630,Squirrels Extreme!,0,0,1,7
Overall||Creativity||Detail||Formatting,2017-03-07 00:00:00,JHMstudios,Living in an incremental game game jam,22,1,3,2017-03-01 00:00:00,https://www.itch.io/jam/living-in-an-incremental-game-game-jam,y,144.0,494,Living in an incremental game game jam,0,0,1,4
Overall||How well the theme was used.||Best Running||Controls||Hidden Fox,2019-05-12 16:00:00,AbandonedGaming||KamekFox,Abandoned Game Jam #2,22,7,2,2019-05-06 16:00:00,https://www.itch.io/jam/abandoned-game-jam-2,y,144.0,931,Abandoned Game Jam #2,1,0,2,5
Overall||Fun||Creativity||Polish||Theme,2017-08-10 00:00:00,ViolentCrumble,GDL Anniversary Jam,61,111,11,2017-08-04 00:00:00,https://www.itch.io/jam/gdl-anniversary-jam,y,144.0,2873,GDL Anniversary Jam,0,0,1,5
Overall,2019-10-03 04:00:00,techdrone,MultiGame Jam,12,0,1,2019-09-27 04:00:00,https://www.itch.io/jam/multigame,y,144.0,1252,MultiGame Jam,1,0,1,1
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-04-19 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 40,70,122,19,2018-04-13 17:00:00,https://www.itch.io/jam/weekly-game-jam-40,y,144.0,1299,Weekly Game Jam - Week 40,1,0,3,5
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2017-10-12 16:59:59,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 13,24,24,5,2017-10-06 16:59:59,https://www.itch.io/jam/weekly-game-jam-13,y,144.0,1604,Weekly Game Jam - Week 13,1,0,3,5
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-08-22 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 110,196,371,56,2019-08-16 17:00:00,https://www.itch.io/jam/weekly-game-jam-110,y,144.0,1326,Weekly Game Jam - Week 110,0,0,3,5
Colors||Gameplay||THEME!||Art,2019-06-13 11:00:00,TheMadPigster,Weekly Rainbow Jam - Week 2,10,4,2,2019-06-07 11:00:00,https://www.itch.io/jam/weekly-rainbow-jam-2,y,144.0,1471,Weekly Rainbow Jam - Week 2,0,0,1,4
Overall,2016-12-22 23:00:00,SpeedRider,Cube OS Developer Jam,3,0,1,2016-12-16 23:00:00,https://www.itch.io/jam/cube-os-developer,y,144.0,1665,Cube OS Developer Jam,0,0,1,1
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2018-11-15 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 70,56,48,14,2018-11-09 17:00:00,https://www.itch.io/jam/weekly-game-jam-70,y,144.0,1305,Weekly Game Jam - Week 70,0,0,3,5
Should follow the theme||Should be creative||should be fun to play,2017-10-21 23:00:00,Centuria game dev,Pure.JS,6,1,1,2017-10-15 23:00:00,https://www.itch.io/jam/purejs,y,144.0,498,Pure.JS,0,0,1,3
Overall||Funess||Creativeness||Sticking to the themeness||Coolness,2018-03-07 22:00:25,Marmaladenation,/r/WebGames Jam 4!,10,65,7,2018-03-01 21:57:43,https://www.itch.io/jam/rwebgames-jam-4,y,144.045,0,/r/WebGames Jam 4!,0,0,1,5
Overall,2019-01-07 06:15:00,CowCat,2019 New Years Jam,99,0,19,2019-01-01 04:15:00,https://www.itch.io/jam/2019-new-year,y,146.0,1681,2019 New Years Jam,0,0,1,1
Overall,2019-06-02 07:05:06,TGYJugando,Jam Orígenes,27,0,3,2019-05-27 05:00:00,https://www.itch.io/jam/jam-origenes,y,146.085,1985,Jam Orígenes,1,0,1,1
THEME!||Colors||Gameplay||Music/Sounds||Art,2019-06-06 11:00:00,TheMadPigster,Weekly Rainbow Jam - Week 1,11,1,1,2019-05-31 07:00:00,https://www.itch.io/jam/weekly-rainbow-jam-1,y,148.0,1468,Weekly Rainbow Jam - Week 1,0,0,1,5
By Quality?,2017-12-06 23:00:00,NukularPotato,Code your first game! [game jam],17,4,3,2017-11-30 18:05:19,https://www.itch.io/jam/code-your-first-game-game-jam,y,148.9113888888889,1671,Code your first game! [game jam],0,0,1,1
"Overall||Graphics - All the PIXEL ART!!!||Gameplay - I mean, if its a game...",2017-04-22 21:00:00,Toxic Fuerer,Pixel Jam,33,1,8,2017-04-16 15:30:00,https://www.itch.io/jam/pixel-jam,y,149.5,1652,Pixel Jam,0,0,1,3
The best||GDM lov,2019-08-01 22:00:00,GameDevMotivation,AREA 51 GameDevMotivation jam #2,4,3,2,2019-07-26 16:00:00,https://www.itch.io/jam/area-51-gamedevmotivation-jam-2,y,150.0,439,AREA 51 GameDevMotivation jam #2,0,0,1,2
Note générale||Respect du thème||Gameplay||Artistique (Graphisme/Son/Histoire)||Présentation de la page de téléchargement du jeu,2018-03-04 17:00:00,FrenchGameJam||Ama,French Game Jam #5 (Récompenses),22,0,5,2018-02-26 11:00:00,https://www.itch.io/jam/french-game-jam-5,n,150.0,2635,French Game Jam #5 (Récompenses),0,1,2,5
Overall||Criatividade||Gameplay||Apresentação,2015-09-12 02:59:59,DevsSupergeeksVM,4 Botões (SuperGeeks),11,1,9,2015-09-05 20:00:00,https://www.itch.io/jam/4-botoes,n,150.99972222222223,1548,4 Botões (SuperGeeks),0,0,1,4
Overall,2016-06-26 22:00:00,avaugoux,Biodesign and the City!,20,0,11,2016-06-20 15:00:00,https://www.itch.io/jam/biodesign-and-the-city,y,151.0,2277,Biodesign and the City!,0,0,1,1
Overall||Gameplay||Sound||Graphics,2018-10-11 22:00:00,HypNoTic,HypNoTic Game Jam,7,2,1,2018-10-05 15:00:00,https://www.itch.io/jam/hypnojam,y,151.0,915,HypNoTic Game Jam,0,0,1,4
Overall||Fun||Theme||Art||Sound||Overall||Healthiness,2017-07-16 16:00:00,HealthJam,The Health Jam,13,1,1,2017-07-10 07:00:00,https://www.itch.io/jam/the-health-jam,y,153.0,1251,The Health Jam,0,1,1,7
Note générale||Respect du thème||Gameplay||Artistique (Graphisme/Son/Histoire)||Présentation de la page de téléchargement du jeu,2018-01-28 17:00:00,FrenchGameJam,French Game Jam #4 (Récompenses),22,38,4,2018-01-22 08:00:00,https://www.itch.io/jam/french-game-jam-4,n,153.0,2742,French Game Jam #4 (Récompenses),0,0,1,5
Overall,2018-04-08 16:15:00,FrenchGameJam,French Game Jam #6 (Récompenses),26,0,6,2018-04-02 07:00:00,https://www.itch.io/jam/french-game-jam-6,y,153.25,2449,French Game Jam #6 (Récompenses),0,1,1,1
Overall||Spoopy-ness||Gameplay||Creativity,2018-10-08 02:07:07,SeasonedSandwich,Sandwich's Spoopy Jam Week #1,16,0,1,2018-10-01 14:07:07,https://www.itch.io/jam/sandwichs-spoopy-jam-weekone,y,156.0,1167,Sandwich's Spoopy Jam Week #1,0,0,1,4
Overall,2019-08-08 22:00:00,GameDevMotivation,Hidden Game GameDevMotivation jam #3,5,0,2,2019-08-02 09:00:00,https://www.itch.io/jam/hidden-game,y,157.0,402,Hidden Game GameDevMotivation jam #3,0,0,1,1
Overall||Design||Code||Features||Context,2017-10-10 22:00:00,Armaldio,DRY Jam,10,6,2,2017-10-04 08:00:00,https://www.itch.io/jam/dryjam,y,158.0,4313,DRY Jam,0,0,1,5
Overall||Gamplay/Fun||Art,2017-06-04 22:59:59,Scared Square Games,PaperJam,136,43,20,2017-05-29 08:00:00,https://www.itch.io/jam/paperjam,y,158.99972222222223,2444,PaperJam,0,0,1,3
Overall||Creativity||Use of Bolt,2018-08-13 03:00:00,Ludiq||ludiq-andy||Yloon,BoltJam #1,41,0,14,2018-08-06 12:00:00,https://www.itch.io/jam/boltjam-1-,y,159.0,2174,BoltJam #1,3,2,3,3
Theme||Gameplay||Fun factor||Graphics,2019-03-01 04:00:00,Med School Arcade,"Edu-Jam 1, $250 in Prizes",24,0,6,2019-02-22 13:00:00,https://www.itch.io/jam/edu-jam-med-school-style,y,159.0,4461,"Edu-Jam 1, $250 in Prizes",1,0,1,4
Overall||What would you rate this submission?||How minimalistic was it?,2017-07-10 04:59:59,Water Flare,Minimalistic Jam,64,209,24,2017-07-03 13:30:00,https://www.itch.io/jam/minimalistic-jam,y,159.49972222222223,1121,Minimalistic Jam,0,0,1,3
"Overall||Entertainment value (How engaging the entry is)||Bolt Graphs (Creative use of Bolt, Graph cleanliness, Graph simplicity)||Aesthetic",2018-11-12 04:59:59,Yloon||ludiq-andy||pigshark27||Ludiq,Bolt Jam #3,34,0,8,2018-11-05 13:00:00,https://www.itch.io/jam/bolt-jam-3,y,159.99972222222223,1779,Bolt Jam #3,10,2,4,4
Overall||Outstanding||Verygood||Satisfactory||Ok||Unsatisfactory,2016-09-19 14:00:00,Aether,#IndieJam,33,2,2,2016-09-12 21:00:00,https://www.itch.io/jam/paingames,y,161.0,4446,#IndieJam,0,0,1,6
Geral||Arte||Gameplay||Som||História,2019-08-18 20:15:00,Dev-U,Devujam #4 - Manual is missing,12,0,5,2019-08-12 03:00:00,https://www.itch.io/jam/devujam4,n,161.25,58,Devujam #4 - Manual is missing,1,0,1,5
Overall||Performace||Graphics||Sound||Realism,2017-04-21 15:00:00,DucksEpicToast,Simulator Jam,19,4,3,2017-04-14 21:08:00,https://www.itch.io/jam/simulatorjam,y,161.86666666666667,181,Simulator Jam,0,0,1,5
Overall||Graphics||Sound||Gameplay||Overall Bad||Overall Good||Modifier,2018-08-05 19:00:00,Ned Reid,'So bad it's good' Jam 2018,131,318,35,2018-07-29 23:00:00,https://www.itch.io/jam/sbigjam2018,y,164.0,3418,'So bad it's good' Jam 2018,0,0,1,7
Overall,2019-02-20 11:00:00,Ice Cream Studios,Dog GameJam,11,0,3,2019-02-13 15:00:00,https://www.itch.io/jam/dog-gamejam,y,164.0,187,Dog GameJam,0,0,1,1
MUST be made made with an eclipse engine||MUST be hosted||Must be a one person project,2017-09-03 20:16:51,Randoyes,Eclipse ORPG Contest,5,1,2,2017-08-27 23:00:00,https://www.itch.io/jam/eclipse-orpg-contest,y,165.28083333333333,2093,Eclipse ORPG Contest,1,0,1,3
Overall||Quick||Replayable||Fun/Addicting||Rewarding/Satisfying||Simple yet clever,2017-06-28 08:03:05,dragex,Fast addicting games,8,0,4,2017-06-21 10:00:00,https://www.itch.io/jam/fast-addicting-games,y,166.05138888888888,274,Fast addicting games,0,0,1,6
Overall||does the source code make you dizzy? good.||is it fun?||difficulty (aiming for challenging but fair)||graphics??? maybe??  well ASCII art counts?? maybe a Lenny face??||does it follow the theme?,2018-12-10 05:00:00,Saltyy,Brainf*ck game jam,19,3,1,2018-12-03 06:00:00,https://www.itch.io/jam/brainfck-game-jam,y,167.0,1572,Brainf*ck game jam,0,0,1,6
Overall||Use of Theme||Visual Fidelity||Fun,2018-11-15 19:00:00,unrealengine,2018 Epic MegaJam,1011,0,200,2018-11-08 20:00:00,https://www.itch.io/jam/2018-epic-megajam,y,167.0,9142,2018 Epic MegaJam,2,0,1,4
Overall||Originality||Difficulty||Overall fun||Graphics,2016-06-07 22:58:28,bloobchube,PuzzlerJam,3,0,1,2016-05-31 22:58:43,https://www.itch.io/jam/puzzlerjam,y,167.99583333333334,667,PuzzlerJam,0,0,1,5
Overall||Idea||How it looks||How it feels,2018-01-07 20:59:59,superuser,Not a Game Jam,4,3,1,2017-12-31 21:00:00,https://www.itch.io/jam/not-a-game-jam,y,167.99972222222223,317,Not a Game Jam,0,0,1,4
Overall,2019-08-12 04:59:59,CCDJuegos,Couch Games in Stop Motion,6,0,4,2019-08-05 05:00:00,https://www.itch.io/jam/coach-games-stop-motion-2019,y,167.99972222222223,951,Couch Games in Stop Motion,0,0,1,1
Overall,2018-01-03 20:59:59,anseaman||unoion,New Year Party,9,0,2,2017-12-27 21:00:00,https://www.itch.io/jam/new-year-party,y,167.99972222222223,694,New Year Party,3,0,2,1
Overall,2018-05-06 14:59:59,sungkukshawnpark,일주일에 게임 하나 만들기(Game A Week) 1805[00],1,0,1,2018-04-29 15:00:00,https://www.itch.io/jam/game-a-week-180500,y,167.99972222222223,0,일주일에 게임 하나 만들기(Game A Week) 1805[00],0,0,1,1
Overall||Mechanics||Graphics||Music||Sound||Fun,2018-07-22 21:59:59,ManuGamesDev,Team Jam,13,4,1,2018-07-15 22:00:00,https://www.itch.io/jam/team-jam,y,167.99972222222223,69,Team Jam,0,0,1,6
Overall||How Fast-to-Complete||Idea||Gameplay||Graphics,2017-07-07 20:59:59,superuser,Summer of Fast-to-Complete Games,26,87,12,2017-06-30 21:00:00,https://www.itch.io/jam/fast-to-complete-games,y,167.99972222222223,333,Summer of Fast-to-Complete Games,0,0,1,5
Overall,2018-12-19 09:00:00,Homa Games,Homa Games Monthly Jam,39,0,10,2018-12-12 09:00:00,https://www.itch.io/jam/hg-monthly-jam-01,y,168.0,5541,Homa Games Monthly Jam,0,1,1,1
"How ""anty"" is the game?||How detailed is the game?||Did you enjoy the game?",2017-09-20 04:00:00,Arman,The Theme Jam - #1,1,0,1,2017-09-13 04:00:00,https://www.itch.io/jam/theme-game-jam-1-september,y,168.0,1536,The Theme Jam - #1,0,0,1,3
Overall||Gameplay||Theme||Innovation||Fun,2019-02-09 00:00:00,Corniflex,UDC Jam Week #3 - Destruction,29,84,8,2019-02-02 00:00:00,https://www.itch.io/jam/udc-jam-week-3,y,168.0,1440,UDC Jam Week #3 - Destruction,1,0,1,5
Gameplay||Theme||Originality||Art||Effort||Audio,2019-09-01 11:00:00,SquallySubset43,NGD Game Jam 001,24,6,3,2019-08-25 11:00:00,https://www.itch.io/jam/ngd-game-jam,y,168.0,2930,NGD Game Jam 001,1,0,1,6
Overall||Enjoyment||Visual||Audio||Theme||Overall,2018-10-19 22:00:00,TigerJ,TigerJ's OctoBear JAM 2018,32,51,8,2018-10-12 22:00:00,https://www.itch.io/jam/octobear-jam-2018,y,168.0,1905,TigerJ's OctoBear JAM 2018,0,0,1,6
Overall||overall||theme||innovation||fun||clarity (ease-of-understanding),2016-05-02 00:00:00,Daniel Linssen,bit jam,280,191,89,2016-04-25 00:00:00,https://www.itch.io/jam/bit-jam,y,168.0,4091,bit jam,0,0,1,6
Overall||Gameplay||Theme||Innovation||Fun||Staff Favorites,2018-11-10 00:00:00,Corniflex,UDC Jam Week #1 - Only One Button,38,173,15,2018-11-03 00:00:00,https://www.itch.io/jam/udc-jam-week-1,y,168.0,1505,UDC Jam Week #1 - Only One Button,3,0,1,6
Imaginativeness||Story||Gameplay,2019-07-14 06:07:07,Xaeman Games,The L'aal Platformer Jam #1,1,0,1,2019-07-07 06:07:07,https://www.itch.io/jam/the-laal-platformer-jam,y,168.0,741,The L'aal Platformer Jam #1,0,0,1,3
Rating,2018-01-14 20:00:00,64Mega||Nopy,7D3D #2,29,3,2,2018-01-07 20:00:00,https://www.itch.io/jam/7d3d-2,y,168.0,2111,7D3D #2,0,0,2,1
Overall||Graphics||Theme||Innovation||Fun||Music,2018-09-19 15:15:00,Shree56,Unity vs Unreal vs Godot: The Threeway Battle (Season 3),20,11,4,2018-09-12 15:15:00,https://www.itch.io/jam/threewaybattle,y,168.0,1655,Unity vs Unreal vs Godot: The Threeway Battle (Season 3),0,0,1,6
Overall||Gameplay||Art||Theme||Music / Sound Effects||Feel,2019-01-30 04:30:00,NightZard Productions,Toe Jam #1,34,0,6,2019-01-23 04:30:00,https://www.itch.io/jam/toe-jam-1,y,168.0,3184,Toe Jam #1,0,0,1,6
Originality||Fun Factor||Audio||Graphics||Controls,2019-08-12 00:00:00,SteliosWinters,Mouse Movement Jam,26,57,10,2019-08-05 00:00:00,https://www.itch.io/jam/mouse-movement,y,168.0,814,Mouse Movement Jam,0,0,1,5
Overall||Story||Artwork||code technique||all around fun,2019-01-19 16:00:00,TyX5,Undefined First Game Jam,38,0,11,2019-01-12 16:00:00,https://www.itch.io/jam/undefined-first-game-jam,y,168.0,1113,Undefined First Game Jam,0,0,1,5
idea||gameplay||your rate for this game,2018-10-30 23:00:00,amine.rambo,arabic devjam,3,1,1,2018-10-23 23:00:00,https://www.itch.io/jam/arabic-jam,y,168.0,0,arabic devjam,0,0,1,3
Overall||Game Design||Fun||Innovation||Theme||Graphics||Audio,2019-08-31 19:00:00,CodeMyst||Sykoo||Blackthornprod Games||Dani||Brackeys||AquaXV||Yilian||TheDutchMagikarp||Duxez,Community Game Jam,6799,15900,1039,2019-08-24 19:00:00,https://www.itch.io/jam/cgj,y,168.0,4657,Community Game Jam,5,1,9,7
Content||Appearance||UI,2019-06-28 15:30:30,Auriosi,Gameboy Jam,20,4,2,2019-06-21 15:30:30,https://www.itch.io/jam/gbstudio-jam,y,168.0,213,Gameboy Jam,0,0,1,3
Overall rating,2018-01-19 00:00:00,DilapidatedMeow,Learn Something New Jam,29,9,6,2018-01-12 00:00:00,https://www.itch.io/jam/learn-something-new-jam,y,168.0,300,Learn Something New Jam,0,0,1,1
Overall||Game Design||Fun||Innovation||Theme||Graphics||Audio,2018-09-01 07:00:00,CodeMyst,Brackeys Game Jam,872,1445,166,2018-08-25 07:00:00,https://www.itch.io/jam/brackeys,y,168.0,4233,Brackeys Game Jam,0,0,1,7
Overall||Audio||Originalidad||Jugabilidad||Tema||Gráficos,2019-08-08 18:00:00,Damv,Indie Dev Jam en Español #4,26,49,9,2019-08-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-4,n,168.0,1396,Indie Dev Jam en Español #4,0,0,1,6
Overall||Game Design||Fun||Innovation||Theme||Graphics||Audio,2019-02-23 08:00:00,CodeMyst,Brackeys Game Jam #2,1795,3804,323,2019-02-16 08:00:00,https://www.itch.io/jam/brackeys-2,y,168.0,4064,Brackeys Game Jam #2,7,0,1,7
Overall||Gameplay||Art||Audio||Humor||Fun||Theme,2019-05-27 07:00:00,Notjared,Professional Jared Awareness Jam,2,2,1,2019-05-20 07:00:00,https://www.itch.io/jam/professional-jared-awareness-jam,y,168.0,1226,Professional Jared Awareness Jam,0,0,1,7
Overall||Fun||Creativity||Polish||Theme,2016-10-08 00:00:00,ViolentCrumble||Kalishir,Game Dev League Area 51 Jam,39,35,11,2016-10-01 00:00:00,https://www.itch.io/jam/game-dev-league-area-51-jam,y,168.0,2775,Game Dev League Area 51 Jam,0,0,2,5
Overall||Usefulness||Innovation||Completeness||Panache,2019-09-20 17:00:00,Joshua McLean,Game Tools Hackathon [8 Bits to Infinity],17,0,5,2019-09-13 17:00:00,https://www.itch.io/jam/game-tools-hackathon,y,168.0,7176,Game Tools Hackathon [8 Bits to Infinity],1,0,1,5
"Overall||Art||Innovation||Sound FX||Music||GamePlay||Theme||""I want this to be continued.""||Narrative",2018-03-15 12:00:00,Aestuo Games,AA Jam,34,13,4,2018-03-08 12:00:00,https://www.itch.io/jam/aajam,y,168.0,5106,AA Jam,0,0,1,9
Length||Gameplay||Level Design||Originality,2018-07-30 16:00:00,PencyGMD,1 Color game jam,3,0,1,2018-07-23 16:00:00,https://www.itch.io/jam/1-color,y,168.0,264,1 Color game jam,0,0,1,4
Fun||Complexity/depth ratio||My opinion,2019-06-29 22:00:00,leonardo fiorini,Fighting game jam (2?),3,0,1,2019-06-22 22:00:00,https://www.itch.io/jam/fighting-game-jam-2,y,168.0,508,Fighting game jam (2?),0,0,1,3
Overall||Concept||Playability||Visual Impression||Replayability||Creativity,2018-07-13 12:00:00,vic485||Sykoo,Sykoo's Elite Devs Game Jam 3,42,168,21,2018-07-06 12:00:00,https://www.itch.io/jam/elite-devs-game-jam,y,168.0,1099,Sykoo's Elite Devs Game Jam 3,0,0,2,6
OVERALL||THEME||VISUALS||INNOVATION||THE EXPERIENCE||SOUNDS AND MUSIC,2018-10-20 10:00:00,Blackthornprod Games,Blackthornprod GAME JAM # 1,1045,9002,237,2018-10-13 10:00:00,https://www.itch.io/jam/blackthornprod-game-jam-1,y,168.0,3390,Blackthornprod GAME JAM # 1,6,3,1,6
Overall,2018-09-07 23:00:00,bee,Potato Jam,4,0,1,2018-08-31 23:00:00,https://www.itch.io/jam/potatojam2018,y,168.0,472,Potato Jam,0,0,1,1
Theme; Is it 2-D? Is it a sidescroller?||Gameplay: How does it play?||Graphics; Does it look good? Does it hurt your eyes?||Playtime; How long can you play it for How much filler is there?,2017-10-17 04:00:00,Dr. Wasabi,Sidescroller Game Jam,21,6,4,2017-10-10 04:00:00,https://www.itch.io/jam/sidescroller-game-jam,y,168.0,319,Sidescroller Game Jam,0,0,1,4
Gameplay||Separate Identity from Source Game,2019-08-18 04:00:00,CloudMcFox117,Uniquely Similar Jam,3,1,1,2019-08-11 04:00:00,https://www.itch.io/jam/uniquely-similar-jam,y,168.0,430,Uniquely Similar Jam,0,0,1,2
Overall||Fun||Innovation||Technical||Audio||Graphics||Theme,2019-06-13 16:00:00,Joshua McLean,Puzzle Jam [8 Bits to Infinity],173,0,42,2019-06-06 16:00:00,https://www.itch.io/jam/puzzlejam,y,168.0,7876,Puzzle Jam [8 Bits to Infinity],1,0,1,7
Gameplay||Art||Concept||Creativity,2019-03-22 11:00:00,OpenDoresGaming,Magicavoxel Game Jam!,41,13,3,2019-03-15 11:00:00,https://www.itch.io/jam/magicvoxel-game-jam,y,168.0,2171,Magicavoxel Game Jam!,2,1,1,4
Overall,2018-07-29 23:00:00,Jason Alan Dewey,Arcane Assembly,11,0,1,2018-07-22 23:00:00,https://www.itch.io/jam/arcaneassembly,y,168.0,1226,Arcane Assembly,4,0,1,1
Overall,2019-01-30 09:00:00,Homa Games,Homa Games Monthly Game Jam,19,0,7,2019-01-23 09:00:00,https://www.itch.io/jam/hg-monthly-jam-02,y,168.0,5423,Homa Games Monthly Game Jam,0,0,1,1
Gameplay||Creativity||Theme||Fun,2019-04-19 10:00:00,OpenDoresGaming,2D Game Jam,33,66,9,2019-04-12 10:00:00,https://www.itch.io/jam/odg2d-jam,y,168.0,1887,2D Game Jam,1,0,1,4
Theme||Enjoyability||Mood||Audio,2019-06-18 04:00:00,HawkSandwich,HawkSandwich's Surreal Jam,4,0,1,2019-06-11 04:00:00,https://www.itch.io/jam/hawksandwich-surreal-jam,y,168.0,1522,HawkSandwich's Surreal Jam,2,0,1,4
Overall||Relativity of the content with the theme||Innovation||Game Design||Graphics||Audio,2019-10-05 01:00:00,Brofessional,Sky is never the limit,4,1,1,2019-09-28 01:00:00,https://www.itch.io/jam/sky-is-never-the-limit,y,168.0,539,Sky is never the limit,1,0,1,6
Overall||Tema||Gráficos||Jugabilidad||Audio||Originalidad,2019-07-08 18:00:00,Damv,Indie Dev Jam Español #3,27,26,7,2019-07-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-3,n,168.0,1417,Indie Dev Jam Español #3,0,0,1,6
Overall||Pixel Art||Sound||Gameplay||Idea,2019-08-10 15:40:00,DDMPlayer,NES Game Jam 2,2,0,1,2019-08-03 15:40:00,https://www.itch.io/jam/nes-jam-thingy,y,168.0,713,NES Game Jam 2,2,0,1,5
Overall||Scariness||Uniqueness||Overall Quality,2015-10-26 07:00:00,"Greg Karber, writer",Bite-Sized Horror Text Game Jam,37,185,27,2015-10-19 07:00:00,https://www.itch.io/jam/bitesizedhorror,y,168.0,2516,Bite-Sized Horror Text Game Jam,0,0,1,4
Overall||Entertainment||Innovation||Use of Game Design Document,2017-06-22 14:00:00,AlaynaMCole||Petrak||wanderlustin,Emojiam,165,35,15,2017-06-15 14:00:00,https://www.itch.io/jam/emojiam,y,168.0,597,Emojiam,5,0,3,4
Overall||Humor||Cuteness||Controls||Fun,2017-07-25 05:00:00,kelpdance,Jr. Jam 1,2,1,2,2017-07-18 05:00:00,https://www.itch.io/jam/jr-jam-1,y,168.0,1034,Jr. Jam 1,0,0,1,5
Overall||Jugabilidad||Tema||Audio||Graficos||Originalidad,2019-09-08 18:00:00,Damv,Indie Dev Jam en Español #5,26,35,8,2019-09-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-5,n,168.0,1390,Indie Dev Jam en Español #5,0,0,1,6
Overall||Theme Likeliness||Visuals||Soundtrack||Sound Effects||Gameplay,2019-01-21 19:30:00,Golly G,Game Dev Fanatics #1 - Game Jam,20,13,6,2019-01-14 19:30:00,https://www.itch.io/jam/game-dev-fanatics-1-game-jam,y,168.0,885,Game Dev Fanatics #1 - Game Jam,0,0,1,6
Enjoyment||Idea and Concept behind the game||Graphics,2018-04-27 00:30:30,Donkeyhead7,Mazedom and Traps Game Jam,3,1,1,2018-04-20 00:30:30,https://www.itch.io/jam/mazedom-and-traps-game-jam,y,168.0,398,Mazedom and Traps Game Jam,0,0,1,3
