game_accessibility,game_ave_session,game_desc_len,game_genres,game_inputs,game_language,game_last_update,game_made_with,game_name,game_no_screenshots,game_platforms,game_price,game_publish_date,game_size,game_status,game_tags,game_url
,,1780,Simulation,,,,,Fish Simulator,1,,,,1 MB||2 MB,Prototype,Fishing||Life Simulation,https://robtool.itch.io/fish-simulator
,A few minutes,1652,Role Playing,Keyboard||Mouse,English,,GameMaker: Studio,Kymiball,4,Windows,"Name your own price,Name your own price",,26 kB||36 MB,Prototype,16-bit||8-Bit||arkanoid||Breakout||furries||GameMaker||incomplete||JRPG||ogagamejam2,https://flofflewoffle.itch.io/kymiball
,,1368,,,,,,PixeLove2D,1,Windows,,,2 MB,Released,,https://akira-s-back.itch.io/pixelove2d
,A few minutes,384,Adventure,Keyboard||Joystick,English,,Unity,The Legend of Sara,1,Windows||macOS||Linux,,,31 MB||33 MB||32 MB,Released,2D||Mystery||Top Down Adventure,https://mudlee.itch.io/the-legend-of-sara
,,1088,Simulation,,,,,Gold Clicker,3,,,,3 MB,Released,clicker,https://xetodi.itch.io/gold-clicker
,,148,Platformer,,,,Unity,Dungeon Of Doom,1,HTML5,,,,Released,,https://psims.itch.io/dungeon-of-doom
,,3880,Puzzle,,,,,Treasure Hunt!,1,HTML5,,,,Released,Dungeon Crawler||open-game-art||Pixel Art||Roguelike,https://classicwook.itch.io/treasure-hunt
,About an hour,1236,Adventure||Puzzle,Keyboard||Mouse,English,,,Lost in the void,5,Windows||Linux,"Name your own price,Name your own price",,37 MB||37 MB||8 MB||8 MB||36 MB,On hold,2D||environment||Exploration||Mystery||peaceful||Story Rich,https://cemkalyoncu.itch.io/lost-in-the-void
,,644,Shooter,,,,Unity,Alien Blaster,4,Windows||macOS||Linux||HTML5,Name your own price,,11 MB||23 MB||22 MB,In development,FPS||kenney||kid-friendly||open-game-art,https://sketche99.itch.io/alien-blaster
,,326,Platformer||Adventure||Survival,,,,,This big wide world,5,Windows||Linux,"Name your own price,Name your own price",,59 MB||39 MB,On hold,8-Bit||Controller||Game Boy,https://jaredlevi.itch.io/this-big-wide-world
,,0,,,,,,,0,,,,,,,https://vinnno.itch.io/psychopomp
,,1371,,,,,Godot,P.R.E.P.-Hydro Jet,1,Windows||HTML5,,,18 MB,Prototype,2D,https://saliv.itch.io/prep-hydro-jet
,,1296,Puzzle||Action,,,,Unity,iNTRUDER - The nukebot,13,Android||HTML5,,,10 kB||51 MB,Released,2D||Casual||Cute||Sci-fi||sci-fi||Singleplayer||Space||Unity,https://looneybits.itch.io/intruder
,,158,Action,,,,,Puppynaut In Space,1,Windows,,,23 MB,Released,2D||simple||Space,https://jenosaidozombie.itch.io/puppynaut-in-space
,,1346,Adventure,,,,Phaser,Simple RPG,2,HTML5,,,,Released,,https://darkwalllke.itch.io/simple-rpg
,,3341,Puzzle,,,,,Techkoban,4,Windows||Linux,,,30 MB||33 MB,In development,artgame||Sci-fi,https://pringles-zombie.itch.io/techkoban
,,679,,,,,,BLOB GAME,1,Windows,,,2 MB,Released,,https://grendizer.itch.io/blob-game-
,A few seconds,877,Shooter,Keyboard||Mouse||Accelerometer,English,,GIMP||Audacity,hypnic,1,Windows||macOS||Linux||Android,"Name your own price,Name your own price",,36 MB||10 MB||8 MB||10 MB,In development,,https://noofbiz.itch.io/hypnic
Subtitles||Configurable controls,A few minutes,2286,Role Playing,Keyboard||Mouse,English,,Tiled||Phaser,Princess of Illusions,7,HTML5,,,,In development,8-Bit||espionage||Pixel Art||sneak||Top Down Adventure,https://3ee.itch.io/princess-of-illusions
,A few minutes,382,Action,Keyboard,French,,MonoGame,infectedDØS,2,Windows,,,2 MB,Canceled,,https://desnot4000.itch.io/infecteddos
,,1600,Puzzle||Adventure,,,,,Soko Adventures,4,Windows||macOS,,,17 MB||14 MB,Released,Pixel Art||sokoban,https://whatsupdesign.itch.io/soko-adventures
,,504,,,,,,PacMan Pur code (Gamecodeur Game Jam #11),0,Windows||macOS||Linux,,,1 kB||2 MB,In development,,https://draemon12.itch.io/pacman
,,1700,Puzzle,,,,LÖVE,La vie éternelle,1,HTML5,,,27 MB||30 MB,Released,2D||Escape Game||LÖVE||maze||Remake,https://hieronims.itch.io/la-vie-ternelle
,,2761,Puzzle,,,,LÖVE,Sokobang!,7,Windows,,,12 MB||9 MB,Released,Arcade||Cult Classic||LÖVE||maze||minigames||Relaxing||Remake||sokoban||Top-Down,https://hydrogene.itch.io/sokobang
,A few minutes,4262,Puzzle,Keyboard||Mouse||Smartphone,English||French,,,SOKOBAN,3,HTML5,,,,Prototype,2D||sokoban||Touch-Friendly,https://mickawesomesque.itch.io/sokoban
,,1269,Puzzle,,,,PICO-8,Sokoban 500,2,HTML5,,,,Prototype,PICO-8||sokoban,https://lyoy.itch.io/sokoban-500-pico8
,,1930,Puzzle,,,,,Redemption of Sokoban,4,Windows,,,3 MB,Released,Remake,https://lucientran.itch.io/redemption-of-sokoban
,,1189,Puzzle,,,,,Sokoban World,2,Windows,,,1 MB||11 MB,Released,adrien||game||gamecodeur||Game engine||Game Jam||naygames||opengl||project||sokoban,https://naygames.itch.io/sokoban-world
,,237,Sports,,,,,vortex pong,1,Windows,,,57 MB,In development,ping-pong||Retro||vortex-pong,https://fredomollo.itch.io/vortex-pong
,,3084,Puzzle,,,,Unity||LÖVE,SokobanUnity&EditorLove2D,6,Windows,,,14 MB,Released,Level Editor||LÖVE||My First Game Jam||sokoban||Unity,https://doloh.itch.io/sokobanunityeditorlove2d
,,759,Puzzle,,,,,LeoBan,1,,,,2 MB,Released,,https://akira-s-back.itch.io/leoban
,,1204,Puzzle,,,,,Soko_Allegro,1,Windows,,,8 MB||27 MB,Prototype,,https://kwandjeen.itch.io/soko-allegro
,,843,Puzzle,,,,Unity,Chokoban,3,HTML5,,,,Released,,https://vesgames.itch.io/chokoban
,,4594,Shooter,,,,LÖVE,Rebirth,2,Windows,,,14 MB||11 MB,Released,2D||LÖVE||Side Scroller,https://padawan.itch.io/rebirth
,A few minutes,1435,Puzzle,Keyboard,,,PICO-8,Sokoban-8,3,HTML5,,,,In development,8-Bit||PICO-8||sokoban,https://brachius.itch.io/sokoban-8
,,861,Puzzle,,,,Phaser,Let's push!,2,HTML5,,,,Released,12||gamecodeur||jam||sokoban,https://splix.itch.io/lets-push
,,907,Shooter,,,,PICO-8,La reine des dragons,6,HTML5,,,14 kB||38 kB,Released,Dragons||game-of-throne||PICO-8,https://shivur.itch.io/la-reine-des-dragons
,,447,Puzzle,,,,Unity,Sokoban Gamecodeur #12,1,HTML5,,,,In development,sokoban||vector,https://kanatos.itch.io/sokoban-gamecodeur-12
,A few seconds,1344,Puzzle,Keyboard||Mouse,,,Unity,LegoBan,3,HTML5,,,,Released,,https://anata.itch.io/legoban
,,686,Puzzle,,,,LÖVE,Sokoban_GCJam12,3,Windows,,,2 MB||22 kB,Released,2D||LÖVE,https://dgeph.itch.io/sokoban-gcjam12
,,1120,Shooter,,,,,Asteroid remake pur code,0,Windows,,,7 MB,Prototype,Remake,https://zangar05.itch.io/asteroid-remaker-pur-code
,,959,Puzzle,,,,,Sokoban GameCodeur#12,1,,,,33 MB,Released,,https://skrox.itch.io/sokoban
,,505,Shooter||Action,,,,,Exasperon : 3D horizontal shooter,1,Windows,"Name your own price,Name your own price",,5 MB,Released,2D||3D||infinite-runner||Isometric||Shoot 'Em Up||Space,https://paq1-gamedev.itch.io/exasperon-3d-horizontal-shooter
,,2378,Shooter,,,,Unity,A.S.A.P.,2,Windows||HTML5,,,22 MB,Prototype,gamecodeur||Game Jam||Unity,https://vesgames.itch.io/asap
,,336,Shooter||Action,,,,,SaveTheSun,1,Windows,,,34 MB,In development,Shoot 'Em Up,https://chrisymd.itch.io/savethesun
,,4968,Shooter,,,,,The Depths battle(stormbringer123 and maxNcoder),1,Windows,,,5 MB||2 MB||5 MB||5 MB,In development,,https://maxncoder.itch.io/the-depths-battle
,,982,Shooter,,,,LÖVE,Air Combat C64,1,Windows,,,2 MB,In development,,https://mickgames.itch.io/air-combat-c64
Subtitles||Blind friendly,A few minutes,2291,Shooter,Keyboard,French,,LÖVE||Audacity,Story Space Shooter,1,Windows||macOS||HTML5,,,8 MB||8 MB||9 MB||5 MB,Released,2D||audio-game||LÖVE||Shoot 'Em Up||Side Scroller||sourcecode||Text based,https://hieronims.itch.io/story-space-shooter
,,1271,Shooter,,,,,The Chinese Bang,1,Windows,,,19 MB,Released,Dragons,https://kronx12.itch.io/the-chinese-bang
,,919,Shooter,,,,LÖVE,S^3 ( shiny string shooter ),5,Windows,,,8 MB||5 MB,In development,2D||Bullet Hell||LÖVE||Shoot 'Em Up,https://dgeph.itch.io/s3-shiny-string-shooter-
,,2197,Puzzle,,,,,Sokoban,4,Windows,,,8 MB||6 MB,Released,exercice||gamecodeur||Game Jam||sokoban,https://sancho-f.itch.io/sokoban
,,1324,Shooter,,,,,Morituri,1,Windows,,,14 MB||14 MB||11 MB,Prototype,,https://fliflifly.itch.io/morituri
,,2564,Shooter,,,,,Exenos,3,Windows,,,21 MB,Released,,https://linghz69.itch.io/exenos
,,3347,Shooter,,,,PICO-8,Picometry-War,4,HTML5,,,,Released,gamecodeur||jam||PICO-8||Pixel Art||Space,https://nakato.itch.io/picometry-war
,,1928,Puzzle,,,,,Sokoban-TLM,1,Windows,,,5 MB||3 MB,Released,gamecodeur||gamjam||sokoban||tiled||tiledlevelmanager||tlm,https://asthegor.itch.io/sokoban-tlm
,A few seconds,6069,Shooter,Keyboard||Gamepad (any),French,,PICO-8,LightSpeed Trouble (GameCodeur GameJam#13),3,HTML5,,,22 kB,Prototype,,https://difsod.itch.io/lightspeed-trouble
,,1854,Shooter||Platformer,,,,Unity,Gravity Fire,7,Windows||macOS||HTML5,Name your own price,,17 MB||15 MB,In development,horizontal-shooter||scrolling,https://whatsupdesign.itch.io/gravity-fire
,,1106,Puzzle,,,,,SokoGame,2,Windows,,,17 MB||3 MB,Released,,https://aktayr.itch.io/sokogame
,A few minutes,3247,Puzzle,Keyboard,English||French,,MonoGame,SoKoJam,3,Windows,"Name your own price,Name your own price",,50 MB,Released,c||monogame||sokoban,https://gameameastudio.itch.io/sokojam
,,1671,Puzzle,,,,,Sokodeur,3,Windows,,,2 MB||7 kB,Prototype,,https://kingfactotum.itch.io/sokodeur
,A few seconds,1293,Puzzle,Gamepad (any),English,,Adobe Photoshop,Sokoban SMS,1,,,,395 kB,Prototype,8bits||homebrew||master_system,https://monos51.itch.io/sokoban-sms
,,3171,Action,,,,,SokoCar,3,Windows,,,22 MB,In development,3D||cars||Driving||sokoban||sokoban-car-3d,https://chrisymd.itch.io/sokocar
,,2331,Shooter,,,,LÖVE,Mario Sky Shooter,1,Windows||macOS,,,7 MB||8 MB,Prototype,gamecodeur||horizontal-shooter||jam||LÖVE||mario,https://jumboratgames.itch.io/sky-shooter
,,761,Puzzle,,,,,SokoBanASCIIConsole,1,,,,14 kB||100 kB,Released,,https://raoul632.itch.io/sokobanasciiconsole
,,1886,Puzzle,,,,,ToscaBan,2,Windows||macOS||Linux,,,11 MB||2 MB||1 MB,Prototype,,https://toscanogithub.itch.io/sokoban
,,779,Shooter,,,,,Kirou of the Sky Police,4,Windows||Android,,,3 MB||5 MB,Released,2D||planes,https://sev-4.itch.io/kirou-of-the-sky-police
,,3284,Shooter||Action,,,,Unity,Paper Shmup,3,HTML5,,,,Released,little-game||paper||papier||Shoot 'Em Up||Speedrun,https://doloh.itch.io/papershmup
,,1795,Puzzle,,,,,seekoban,1,Windows,,,3 MB,Canceled,2D,https://seekness.itch.io/seekoban
,,1240,Puzzle,,,,,Sokoban,1,Windows||macOS||Linux,,,6 MB||11 MB,Released,16-bit,https://pyxel-sama.itch.io/sokoban
,,682,Puzzle,,,,Phaser,Soko,1,HTML5,,,,On hold,,https://plectre.itch.io/suko
,,600,Puzzle,,,,,Sokoban,2,Windows,,,9 MB||24 kB,Released,,https://nicodu02.itch.io/sokoban
,,2192,Puzzle,,,,,Snowkoban,4,Windows||macOS||Linux,,,19 MB||69 MB,Released,,https://shivur.itch.io/snowkoban
,,3420,Puzzle,,,,,PoussTaKs,1,Windows,"Name your own price,Name your own price",,4 MB||3 MB,Prototype,sokoban,https://wensheng.itch.io/pousstaks
,,511,,,,,,SokobanPortal,0,,,,2 MB,Released,,https://xetodi.itch.io/sokobanportal
,,942,Puzzle,,,,,sokobanGameJam,1,Windows||macOS||Linux,,,2 MB,Prototype,,https://jvlassoie.itch.io/sokobangamejam
,,1630,Puzzle,,,,LÖVE,Zelda like sokoban,1,Windows||macOS,,,4 MB||2 MB,Prototype,gamecodeur||jam||LÖVE||sokoban||zelda,https://jumboratgames.itch.io/zelda-like-sokoban
,,2519,Puzzle,,,,,Freeze the path,2,Windows,,,3 MB||176 kB,Prototype,,https://stormbringer233.itch.io/freeze-the-path
,,568,Puzzle,,,,,Dodoban,2,,,,4 MB,In development,,https://sev-4.itch.io/dodoban
,,1487,Shooter,,,,,Space Craft,3,Windows,,,8 MB,Prototype,3D||c||monogame||shooter3d,https://lyoy.itch.io/spacecraft
,,1480,,,,,,sokobanGirl,3,,,,3 MB,Released,16-bit||gamecodeur||jamgam12,https://djaymes.itch.io/sokobangirl
,,1229,Puzzle,,,,LÖVE,Clean The Castle,1,Windows||HTML5,,,82 MB,In development,gamecodeur||sokoban,https://marama78.itch.io/clean-the-castle
,,1183,Puzzle,,,,,EvoKoban,1,HTML5,,,,On hold,,https://jhice.itch.io/evokoban
,,1868,Shooter,,,,PICO-8,Boom Zone,1,HTML5,,,,Prototype,,https://wensheng.itch.io/boom-zone
,,409,Puzzle,,,,TIC-80,Escape of the tower,2,HTML5,,,,In development,,https://desnot4000.itch.io/escape-of-the-tower
,A few seconds,3110,,Keyboard||Smartphone,English,,Phaser,Soccer Prototype,1,HTML5,,,,Prototype,,https://mickawesomesque.itch.io/soccer-prototype
,,3229,Puzzle,,,,,Sokoban Proto,1,Windows,,,3 MB||1 MB,Prototype,gamecodeur||gamejam-12,https://amon66.itch.io/sokoban-proto
,,2484,Puzzle,,,,,sokoban(not ended),1,Windows,,,203 kB||204 kB||205 kB,Released,,https://maxncoder.itch.io/sokobannot-ended
,,2613,Puzzle,,,,,Sokoban Evolve (update 2 -  Add levels),3,,,,18 MB||8 MB,Released,2D||Level Editor||novice||sokoban||windows,https://elya.itch.io/sokoban-evolve
,,933,Shooter,,,,,seimei no bouken,1,Windows,,,17 MB,Released,Unity,https://kanatos.itch.io/seimei-no-bouken
,,2400,Shooter,,,,,Top Gunz,1,Windows,,,3 MB||934 kB,In development,2D||Flight||Side Scroller,https://kip-f.itch.io/top-gunz
,,2707,Shooter,,,,,Area 51,1,Windows||Linux,,,6 MB||3 MB,Prototype,,https://tri3.itch.io/area-51
,,819,Shooter,,,,,Midnight Road,1,,,,4 MB,Prototype,,https://aktayr.itch.io/midnight-road
,,1110,Shooter,,,,,The Binsaac Of Iding,1,Windows,,,101 MB,Released,,https://drabjabb.itch.io/the-binsaac-of-iding
,,1459,,,,,,Horizontal Shooter by Baishin,1,,,,19 MB,Prototype,,https://baishin.itch.io/horizontal-shooter
,,1912,Shooter,,,,,WITCH DEFENSE,1,Windows,,,56 MB,On hold,2D||LÖVE||lua||Medieval,https://frenchassassinx.itch.io/witch-defense
,,1077,Shooter,,,,,Duality,2,Windows,,,22 MB,Prototype,,https://thedupy124.itch.io/duality
,,1637,Shooter,,,,,ShooterJam13,1,,,,6 MB,Released,gamecodeur||jam13||shooter-horizontal,https://djaymes.itch.io/shooterjam13
,,841,Puzzle,,,,,SoKoban Eridan,1,Windows,,,8 MB||5 MB,Prototype,,https://zaurac.itch.io/sokoban-eridan
,,2981,Shooter,,,,,Project omish,0,Windows,,,19 MB,Prototype,,https://mickdev.itch.io/project-omish
,,1035,Shooter,,,,PICO-8,shooter,1,HTML5,,,,Prototype,,https://tyso.itch.io/demoshooter
,,506,Shooter,,,,,HORIZONTAL SHOOTER_jam13_GC,1,Windows||macOS||Linux||Android,,,9 kB||4 kB||1 MB,Released,horizontal-shooter,https://corentin-566271.itch.io/jam13gc
,,1689,Shooter,,,,,The shadow of the red planet,3,Windows,,,22 MB,Released,,https://cyborg27.itch.io/the-shadow-of-the-red-planet
,,578,Action||Shooter,,,,,Rush-multiplayer,1,Windows,,,4 MB||2 MB,In development,144fps||Multiplayer||War,https://scotthdev.itch.io/rush-gcg13
,,731,Shooter,,,,,Defonçator !?!,1,,,,3 MB,Released,2D||lua,https://rndhome-jesus.itch.io/defonator-
,,2223,Action,,,,,Silence In One Fell Swoop,4,Windows||macOS,,,23 MB||27 MB,Released,,https://andyman404.itch.io/silence
,,2533,Shooter,,,,,POW!,1,Windows,,,11 MB,Prototype,shoot||Shoot 'Em Up,https://noult.itch.io/pow
,,1035,Action,,,,,Ploof Shooter,2,Windows,,,2 MB||37 kB,In development,,https://sparkew.itch.io/ploof-shooter-
,,448,Puzzle,,,,Unity,You're Human... But Are You Dancer?,2,HTML5,,,,Released,Space,https://ambrits.itch.io/youre-human-but-are-you-dancer
,,948,Shooter,,,,,Shoot em'up lite,1,Windows,"Name your own price,Name your own price",,195 kB,Canceled,,https://rencho.itch.io/shoot-emup-lite
,,1811,Adventure,,,,GameMaker: Studio,Be Quiet!,2,macOS||HTML5,Name your own price,,22 MB,Released,Game Boy||Game Jam||gdl,https://huggingcactus.itch.io/be-quiet
,A few minutes,2085,,Keyboard,English,,,Silent Eyes,4,Windows,,,4 MB,Released,2D,https://positive-zero.itch.io/silent-eyes
,,4655,,,,,LÖVE,caméléon,1,HTML5,,,,In development,,https://kane35.itch.io/camlon
,A few minutes,1146,Platformer||Action,Keyboard||Mouse,English,,,Noisy Spirits,2,Windows,"Name your own price,Name your own price",,16 MB,Released,2D||Fast-Paced||Funny||Minimalist,https://fetagames.itch.io/noisy-spirits
,,5875,Action,,,,,ShootOrDie,10,Windows,"Name your own price,Name your own price",,15 MB||17 MB,In development,csharp||godot-engine||horizontal||Shoot 'Em Up||Side Scroller,https://gameameastudio.itch.io/shootordie
,,323,,,,,Unity,In space no one can hear you sneak,1,HTML5,,,,Prototype,,https://robrob.itch.io/in-space
,,584,,,,,,All That Remains,3,Windows,,,9 MB,Released,,https://marymajesty.itch.io/all-that-remains
,,2971,Shooter,,,,,Space Shooter,4,Windows,,,4 MB||1 MB,Released,Space,https://tmagnier.itch.io/space-shooter-gamecodeur-game-jam-13
,,1810,Adventure,,,,,SILENT AUTUMN,2,Windows,"Name your own price,Name your own price",,81 MB,Prototype,3D||Atmospheric||gdl||Low-poly||My First Game Jam||Runner||ue4,https://ikonev.itch.io/silent-autumn
,A few minutes,650,Survival,Keyboard||Mouse,English,,Unity,Carrot Ninja,3,Windows||macOS||Linux,,,16 MB||24 MB||21 MB,Released,Funny||Game Jam||Stealth||Unity,https://radonthetyrant.itch.io/carrot-ninja
,A few seconds,255,Action,Keyboard,,,,Kill the voices,1,,,,13 MB,Released,Global Game Jam||My First Game Jam,https://jvdwijk.itch.io/kill-the-voices
,,508,,,,,,Floating,1,Windows,"Name your own price,Name your own price",,9 MB,Prototype,,https://lossplintos.itch.io/floating
,,184,Simulation,,,,GameMaker: Studio,Silent Stack,2,HTML5,,,,In development,,https://toomuch2do.itch.io/silent-stack
,,128,,,,,,GDL Jam Brave Light,1,Windows,,,2 MB,Released,Casual,https://swiff.itch.io/gdl-jam-brave-light
Color-blind friendly||High-contrast,A few minutes,1418,Platformer||Adventure||Puzzle,Keyboard,English,,GameMaker: Studio||Aseprite,Blossom,4,Windows||HTML5,Name your own price,,8 MB||14 MB,Released,1-bit||2D||Arcade||Fantasy||Pixel Art||Puzzle-Platformer||Retro||Singleplayer,https://joebrogers.itch.io/blossom
,,284,Action,,,,,Cut Down Trees!!!,1,,,,21 MB,Released,Abstract||soothing,https://alysia.itch.io/cut-down-trees
,A few minutes,528,Role Playing,Keyboard,,,Godot,All Alone on a Small Island,1,Windows,,,10 MB,Prototype,Farming,https://frances.itch.io/all-alone-in-a-small-island
,,0,,,,,Unity,Smol Animu Crossin',1,HTML5,,,,Released,,https://snarf.itch.io/smol-animu-crossin
,,942,Action,,,,,Planet Hero,2,Windows,,,7 MB,In development,Pixel Art||Space,https://itshim.itch.io/planet-hero
,,743,,,,,,Silence Ritual,2,Windows,,,26 MB,Prototype,3D||Casual||hor,https://joshf.itch.io/silence-ritual
,About a half-hour,1188,Simulation||Strategy||Survival,,English,,Unity||Blender,Above the Sky,7,Windows||macOS||Linux,"Name your own price,Name your own price",,19 MB||17 MB||22 MB||22 MB,Prototype,3D||Economy||Low-poly||Management||Relaxing,https://jvolonte.itch.io/above-the-sky
,,237,Platformer,,,,,World Runner,1,,,,39 MB,Released,3D||3D Platformer||Runner||Third Person,https://dexister.itch.io/world-runner
,,1428,,,,,,The Only Blacksmith in Town,2,,,,45 MB,Prototype,,https://happyslapp.itch.io/the-only-blacksmith-in-town
,,714,Puzzle||Simulation,,,,,Dorm Days,1,Windows,"Name your own price,Name your own price",,28 MB||26 MB||31 MB,Released,Dark||Dark Humor||Life Simulation,https://phynxt.itch.io/dorm-days
,A few minutes,2550,,Mouse,,,Godot,Encroaching Flames,5,Windows||macOS||Linux,,,23 MB||10 MB||9 MB,Prototype,2D||godot||Tactical,https://gregpennefather.itch.io/encroaching-flames
,A few minutes,296,Platformer,Keyboard,,,,King of Bats,1,,"Name your own price,Name your own price",,2 MB,Prototype,My First Game Jam||Pixel Art||supernatural,https://doji.itch.io/king-of-bats
,,306,Racing,,,,Unity||3ds Max||Adobe Photoshop||Substance Painter & designer||Audacity,Planet Racer,1,HTML5,Name your own price,,25 MB||32 MB||25 MB,Prototype,Arcade,https://tylercode.itch.io/planet-racer
,A few minutes,549,Shooter,Keyboard||Mouse||Xbox controller||Gamepad (any),English,,Unity||MagicaVoxel,Shoot Blind,3,Windows||macOS,,,255 MB||258 MB,Prototype,3D||Game Jam||Stealth||Top-Down||Top down shooter,https://airdinghy.itch.io/shoot-blind
,,463,Survival,,,,,Solar Defense,5,Windows||macOS||Linux,,,40 MB||37 MB||59 MB,In development,Tower Defense||Unity,https://hailburns.itch.io/solar-defense
,,939,Interactive Fiction,,,,Construct,Dusk,3,HTML5,,,,Released,16-bit||death||hell||life||narrative-game||neil-gaiman||pixel||Pixel Art||platform||short-story,https://wellzitu.itch.io/dusk
,,826,Simulation,,,,Construct,Le Poisson Naimeau (jam version WGJ40),1,HTML5,,,,Released,Construct 2||nemo,https://grostonton.itch.io/le-poisson-naimeau-jam-version-wgj40
,,702,,,,,,Fire Support,2,,"Name your own price,Name your own price",,6 MB,Released,Game Jam||military||Retro||War,https://wolfcartel.itch.io/fire-support
,,192,Shooter,,,,,FrantikPlastik,6,Windows,,,83 MB,Released,Fast-Paced||Third-Person Shooter,https://digitalartistkz.itch.io/frantikplastik
,,1125,Puzzle,,,,Unity,Small Islands,4,Linux||HTML5,,,22 MB||25 MB||25 MB||24 MB,Released,16-bit||2D||Pixel Art||Retro||Short||Top-Down,https://cawotte.itch.io/small-islands
,,447,,,,,,Civilization,1,Windows,,,14 MB,Released,,https://indie-eclipse.itch.io/civilization
,,1202,Platformer||Adventure,,,,Unity,Alpaca Moon,4,Windows,"Name your own price,Name your own price",,18 MB||18 MB,Released,2D||2d-platformer||alpaca||art||collection||Hand-drawn||Unity,https://pianotm.itch.io/alpaca-moon
,,421,Strategy,,,,Unity,Crossroads,3,Windows||HTML5,Name your own price,,40 MB,Released,2D||8-Bit||Real time strategy||Unity,https://linc7991.itch.io/crossroads
,,333,,,,,,Too Small,1,Windows,,,32 MB||32 MB,Released,,https://forrestmcmahon.itch.io/too-small
,,0,,,,,Unity,Stealth Runner,1,HTML5,,,,Released,,https://codingjuan.itch.io/stealth-runner
,,589,Platformer,,,,Construct,Lit Paths,1,HTML5,,,,In development,,https://jpgameprojects.itch.io/lit-paths
,,454,,,,,,Tank Hunting Ducks,3,Windows,,,3 MB,In development,Arcade,https://lancejz.itch.io/tank-hunting-ducks
,A few minutes,317,Puzzle,Keyboard,English,,,The Long Road,2,Windows,,,11 MB,Released,2D||portal,https://nxsphere.itch.io/thelongroad
,,195,,,,,,2 People 1,1,Windows,,,3 MB,Prototype,,https://merkark.itch.io/2-people-1
,,1534,Strategy,,,,,MerchantsGuild,1,Windows,,,13 MB,Released,,https://greyeye.itch.io/merchantsguild
,,0,Survival,,,,Construct,Lonely man's journey,1,HTML5,,,,Prototype,,https://thiagocortez.itch.io/lonely-mans-journey
,,572,Adventure,,,,,Super Quantum Mutants,1,HTML5,,,,Released,8-Bit,https://xaviserrag.itch.io/super-quantum-mutants
,,236,,,,,Phaser,Rabid-Rabit,2,HTML5,,,,Released,2d-gathering||bunny||carrots||experiment||gathering-game||lab||mad-science||rabit||scientist-mad,https://netgfxcom.itch.io/rabid-rabit
,,172,Platformer,,,,,"Different Paths, Different Rewards",1,Windows,,,57 MB,Released,,https://slazmaz.itch.io/dangerous-path-more-rewards
,,576,Action,,,,,PEW PEW Space arena,1,,,,108 MB,In development,arena||Bullet Hell||Space,https://pepperbox.itch.io/pew-pew-battle-arena
,,308,Puzzle,,,,Phaser,"Mad Science, Bro!",1,HTML5,,,,Released,,https://vassildador.itch.io/mad-science-bro
,,312,Platformer,,,,Unity,Defend your LAB,1,HTML5,,,,On hold,2D,https://pspiso.itch.io/defend-your-lab
,,364,Action,,,,Phaser,Elemetal,3,HTML5,,,,Prototype,js48||Space,https://bigsoutherlygames.itch.io/elemetal
,,668,Action,,,,,JS48 game jam entry - Tower Defense,2,HTML5,,,,In development,Tower Defense,https://casmo.itch.io/js48-001-tower-defense
,,197,Platformer,,,,Phaser,Dr. Monocle Loves You,3,HTML5,,,1 MB,Released,2D||Game Jam||js48||mad-science||Physics||Puzzle-Platformer,https://cmvanb.itch.io/dr-monocle-loves-you
,,1759,Shooter,,,,Phaser,Mini Science,1,HTML5,,,,In development,,https://chongdashu.itch.io/mini-science
,A few seconds,1567,Educational||Role Playing,Keyboard,English,,RPG Maker,Apollo Firs,1,HTML5,,,,Released,2D||Parody||Singleplayer,https://rabosion.itch.io/apollo-firs
,,465,Strategy,,,,Unity,Notes From Igor,3,HTML5,,,,Prototype,Casual||Dark Humor||Endless||minigames||Mouse only||Steampunk,https://brutifulgames.itch.io/notes-from-igor
,A few minutes,2311,Role Playing,Keyboard||Mouse,,,Godot,The Zero Day,3,Windows||macOS||Linux,"Name your own price,Name your own price",,18 MB||18 MB||19 MB||16 MB||16 MB,In development,Top Down Adventure||Top down shooter,https://furygames.itch.io/the-zero-day
,,891,Visual Novel||Role Playing,,,,,PetPet Kokomi,3,Windows||macOS||Linux||Android,,,31 MB,Released,Anime||GameMaker||pets||Pixel Art||RPG Maker||Survival Horror,https://ameandiary.itch.io/petpet-kokomi
,,966,Action||Puzzle||Rhythm,,,,GameMaker: Studio,Detonation,4,HTML5,,,,Released,2D||Action-Adventure||Colorful||Difficult||Pixel Art||Sci-fi||secrets||Singleplayer,https://weirdwalk.itch.io/detonation
,,405,Platformer,,,,Phaser,OutClone,1,HTML5,,,,Prototype,,https://mmcfarland.itch.io/outclone
,,587,Platformer,,,,,The Enchickening,1,HTML5,,,,Released,Game Jam||js48||webgl,https://hexagore.itch.io/the-enchickening
,,1228,Shooter,,,,Phaser,Super Toaster Shooter,1,HTML5,,,,Released,2D||toast,https://kurnic.itch.io/super-toaster-shooter
,,891,Puzzle,,,,Godot,Voxel Box,3,Windows||HTML5,"$2.00 USD, ,or more",,11 MB||12 MB,Released,2D||Pixel Art||Puzzle-Platformer||Sandbox||Voxel,https://damv.itch.io/voxel-box
,,440,Puzzle,,,,,Aree - Fill Puzzle,1,HTML5,,,,Released,2D||fill||Retro||simple,https://sqwii.itch.io/aree
