jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Content||Appearance||UI,2019-06-28 15:30:30,Gameboy Jam,20,4.0,2,2019-06-21 15:30:30,https://www.itch.io/jam/gbstudio-jam
Overall||1.The effort put into it||2.How entertaining it was,2019-08-18 19:00:00,LISA: The Pointless Modjam,20,61.0,6,2019-07-03 19:00:00,https://www.itch.io/jam/lisa-the-pointless-modjam
Overall,2016-10-31 17:00:00,Smartphones & Mouvements,20,0.0,7,2016-10-21 16:00:00,https://www.itch.io/jam/smartphones--mouvements
Overall||Game Play||Graphisme||Son||Respect du Thème||Jouabilité,2019-08-18 21:59:59,Game Jam Francophone Episode 7,20,111.0,12,2019-08-15 22:00:01,https://www.itch.io/jam/game-jam-francophone-episode-7
Game Quality||Mortality,2018-08-12 22:00:00,Cessation of Existence Jam,20,33.0,7,2018-08-05 22:00:00,https://www.itch.io/jam/cessationofexistencejam
Overall,2018-09-16 03:59:59,FPS-First Person Shooter Jam,20,0.0,5,2018-08-16 03:59:59,https://www.itch.io/jam/fps-first-person-shooter-jam
Overall||Enjoyment||Gameplay||Sights & Sounds||Awesomeness||Giant Bombitude,2015-04-06 03:59:59,Giant ROM,20,230.0,20,2015-03-28 04:00:00,https://www.itch.io/jam/giantrom
Overall||Fan-fucking-tastic||Ya big dum dum.||My dick is literally in outer space,2016-04-03 19:00:00,SipsJam 2016,20,28.0,5,2016-04-01 19:00:00,https://www.itch.io/jam/sipsjam-2016
favorite||design||art||music||systems||originality/usage of theme,2018-09-19 00:00:00,EGaDS! Fall 2018 Game Jam,20,1.0,14,2018-09-16 18:49:40,https://www.itch.io/jam/egads-fall-2018-game-jam
Overall,2018-12-02 14:00:00,PGG JAM: All Play - Accessibility Vol 3,21,0.0,18,2018-11-30 15:00:00,https://www.itch.io/jam/pgg-jam-all-play-accessibility-vol-3
Overall,2017-02-13 00:00:00,Game Jam - Ludifier la ville,21,0.0,11,2017-02-10 23:00:00,https://www.itch.io/jam/gamejam-ludifier-la-ville
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-09-02 09:00:00,Trijam #34: A 3 hour game jam,21,30.0,7,2019-08-30 09:00:00,https://www.itch.io/jam/trijam-34
Overall,2017-11-13 04:00:00,GAMERella 2017,21,0.0,13,2017-11-04 14:00:00,https://www.itch.io/jam/gamerella17
Theme; Is it 2-D? Is it a sidescroller?||Gameplay: How does it play?||Graphics; Does it look good? Does it hurt your eyes?||Playtime; How long can you play it for How much filler is there?,2017-10-17 04:00:00,Sidescroller Game Jam,21,6.0,4,2017-10-10 04:00:00,https://www.itch.io/jam/sidescroller-game-jam
Representation||Plot||Characters||Design,2018-06-30 05:00:00,Pride Month Jam,21,2.0,10,2018-06-09 05:00:00,https://www.itch.io/jam/pride-month-jam
Overall||Jugabilidad (Gameplay)||Graficos (Graphics)||Sonido (BGM/SFX)||Diversion,2019-06-01 02:59:59,Will Gem Jam 1,21,24.0,7,2019-03-01 03:00:00,https://www.itch.io/jam/will-gem-jam1
Nota final||GRAFICOTES||MUSICOTE||GAMEPLAY,2018-02-17 00:00:00,I San Valero Game Jam,21,26.0,7,2018-02-02 16:00:00,https://www.itch.io/jam/sanvalerogamejam2018
Creativity||Gameplay||Polish,2018-08-31 08:00:00,Leave No Stone Unturned (Idiom Game Jam),21,34.0,6,2018-08-29 08:00:00,https://www.itch.io/jam/idiomgamejam
Overall||Graphics||Sound||Innovation||Fun,2019-03-03 23:00:00,Quad Jam Spring 2019,21,16.0,6,2019-03-01 23:00:00,https://www.itch.io/jam/quad-jam-spring
Overall||scary af||ghosts||ghjouls||other things,2016-10-30 16:00:00,GrimJam,21,0.0,2,2016-10-29 16:00:00,https://www.itch.io/jam/grimjam
Overall||Quality of Work||Theme,2018-11-30 23:59:59,Jamvember 2018,21,0.0,4,2018-11-01 00:00:00,https://www.itch.io/jam/jamvember2018
Overall,2018-12-14 19:00:00,First game jam,21,0.0,4,2018-11-12 19:00:00,https://www.itch.io/jam/first-game-jam
Overall||Gameplay||Theme||Innovation||Fun,2019-05-11 00:00:00,UDC Jam Week #6 - Time Manipulation,21,6.0,2,2019-05-04 00:00:00,https://www.itch.io/jam/udc-jam-week-6
Overall||game design||art||sound||implementation||tabletop,2016-04-03 20:00:00,2016 Athens Game Jam,21,226.0,12,2016-04-01 22:00:00,https://www.itch.io/jam/2016-athens-game-jam
Overall,2017-07-10 08:00:00,“MIND ‹RE› SET”: 이주와 통합에 대한 디지털적 접근,22,0.0,14,2017-07-07 08:00:00,https://www.itch.io/jam/mind-re-set-
Overall,2017-08-07 07:00:00,Dream Jam 2017,22,0.0,1,2017-07-17 07:00:00,https://www.itch.io/jam/dream-jam-2017
Overall||Fun||Innovation||Graphics and Sound,2018-04-16 10:00:00,"Scratch Jam 2018 - Topic is ""Evolution""",22,17.0,7,2018-03-13 20:22:49,https://www.itch.io/jam/scratch-jam-2018
Overall||Narrative Structure||Undestandable||Video-Game apply||Theme||Overall,2017-06-17 10:30:44,Paranormal Studios -Writer's Jam-,22,2.0,2,2017-05-16 10:30:44,https://www.itch.io/jam/paranormal-studios--writers-jam-
Overall||Theme||Playability||Content||Visuals||Story,2017-11-30 23:59:59,Jamvember,22,0.0,2,2017-11-01 00:00:00,https://www.itch.io/jam/jamvember
Overall||splendidness||honking,2019-06-01 06:59:59,honk  pageant,22,0.0,1,2019-05-01 07:00:00,https://www.itch.io/jam/honk-honk-pageant
Overall||Tema||Gráficos||Jugabilidad||Audio||Originalidad,2019-06-08 18:00:00,Indie Dev Jam Español #2,22,48.0,11,2019-06-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-2
Polish||Gameplay||Uniqueness||Graphics/Sound design/Unique code,2018-10-03 19:00:00,Squeaky Clean Game Jam,22,15.0,5,2018-09-19 07:00:00,https://www.itch.io/jam/squeaky
Looks||Gameplay,2018-09-30 07:00:00,NES Retro Jam,22,1.0,2,2018-09-16 07:00:00,https://www.itch.io/jam/nes-retro-jam
Note générale||Respect du thème||Gameplay||Artistique (Graphisme/Son/Histoire)||Présentation de la page de téléchargement du jeu,2018-01-28 17:00:00,French Game Jam #4 (Récompenses),22,38.0,4,2018-01-22 08:00:00,https://www.itch.io/jam/french-game-jam-4
Overall||Creativity||Detail||Formatting,2017-03-07 00:00:00,Living in an incremental game game jam,22,1.0,3,2017-03-01 00:00:00,https://www.itch.io/jam/living-in-an-incremental-game-game-jam
Overall||Fun||Visuals(Graphics)||User Interface (UI/UX)||Sound/Audio,2019-09-22 04:00:00,Improve My Game Jam #5,22,9.0,6,2019-09-20 04:00:00,https://www.itch.io/jam/imgj5
Note générale||Respect du thème||Gameplay||Artistique (Graphisme/Son/Histoire)||Présentation de la page de téléchargement du jeu,2018-03-04 17:00:00,French Game Jam #5 (Récompenses),22,0.0,5,2018-02-26 11:00:00,https://www.itch.io/jam/french-game-jam-5
Overall||Concept||Execution||Polish / Feel,2019-07-28 19:00:00,Hidden Meaning Jam,22,25.0,7,2019-07-25 19:00:00,https://www.itch.io/jam/hidden-meaning-jam
Overall||How well the theme was used.||Best Running||Controls||Hidden Fox,2019-05-12 16:00:00,Abandoned Game Jam #2,22,7.0,2,2019-05-06 16:00:00,https://www.itch.io/jam/abandoned-game-jam-2
Overall||Is it a local Multiplayer Game?||Does it make fun?||Has it good music?||Is it original?||Is the price = nothing,2016-10-12 22:00:00,The Local Multiplayer Jam,22,6.0,7,2016-09-24 22:00:00,https://www.itch.io/jam/the-local-multiplayer-jam
Overall||ABDL Content Quality||Fun Value||Relation to the Theme,2018-02-15 08:00:00,BabJam! 2,22,2.0,4,2018-01-14 08:00:00,https://www.itch.io/jam/babjam-2
Overall||Note générale||Respect du thème||Gameplay||Artistique (Graphisme/Son/Histoire),2018-01-02 12:00:00,"French Game Jam ""Spéciale Noël"" Récompense pour les gagnants",22,37.0,6,2017-12-26 08:00:00,https://www.itch.io/jam/french-game-jam-speciale-noel
Overall||Fun||Visuals(Graphics)||User Interface (UI/UX)||Sound/Audio,2019-07-22 04:00:00,Improve My Game Jam #4,22,11.0,4,2019-07-19 04:00:00,https://www.itch.io/jam/imgj4
"Overall||Creativity||Ambition||Original Concept||Original Game Mechanics||How well the game matches the Theme||How well the game matches the ""Survival"" genre",2017-10-22 11:00:00,Survive the Game Jam 4,23,16.0,5,2017-10-19 11:00:00,https://www.itch.io/jam/survive-the-game-jam-4
Overall,2017-09-10 17:00:00,Food Jam!,23,0.0,7,2017-08-20 17:00:00,https://www.itch.io/jam/food-jam
Overall||Accuracy||Creativity||Functionality||Hilarity||Instructivity,2017-12-18 05:00:00,WikiHow Dreams Jam,23,7.0,4,2017-12-08 05:00:00,https://www.itch.io/jam/wikihow-dreams-jam
Overall||Low Poly Art||Diorama||Sound||Music||Fun||Juice||Technical,2016-08-22 22:59:59,Low Poly Diorama,23,0.0,1,2016-07-05 23:00:00,https://www.itch.io/jam/low-poly-diorama
Overall||Use of Theme||Fun||Visuals||Audio,2017-11-06 07:59:59,Shacknews Game Jam,23,56.0,8,2017-11-03 03:00:00,https://www.itch.io/jam/shacknews-jam
Overall||Relevance to the theme||Creativity||Fun factor,2017-04-10 14:30:00,Game Dev Network: Apple Jam,23,42.0,5,2017-03-31 23:00:00,https://www.itch.io/jam/game-dev-network-apple-jam
Overall,2018-09-27 05:59:59,Whaaat!? the Shmup!?,23,0.0,17,2018-08-28 06:00:00,https://www.itch.io/jam/whaaat-jam
Overall||Gameplay||Graphics||Sound||Fits Requirements,2017-05-15 07:00:00,Unlikely inspiration,23,14.0,7,2017-04-17 07:00:00,https://www.itch.io/jam/unlikely-inspiration
"Overall||Intelligent||Amusant||Qualité de réalisation||Mécanique de jeu adaptée au sujet||Libre et ""clé-en-main"" pour qui veut l'améliorer",2016-06-19 21:59:59,Jeux Debout,23,10.0,16,2016-05-20 22:00:01,https://www.itch.io/jam/jeux-debout
Fun||Visuals||Audio||Use of Theme,2019-05-06 07:00:00,Shacknews Jam: The Third,23,104.0,7,2019-04-20 16:00:00,https://www.itch.io/jam/shacknews-jam-the-third
Overall||Theme||Innovation||Playability||Visuals||Sound,2016-10-23 23:00:00,Absurd Aspect Ratio Jam,23,17.0,6,2016-10-20 23:00:00,https://www.itch.io/jam/absurd-aspect-ratio-jam
overall||concept||visual design||sound design||narrative design||environment design||theme,2018-03-04 19:59:00,Unreal Engine 4 Jam,23,0.0,1,2018-01-18 21:01:00,https://www.itch.io/jam/ue-jam
Overall||Pixel Art||Fun||Mechanics||Fits the jams theme,2018-03-12 05:00:00,Pixel Weekend Jam #1,23,41.0,8,2018-03-09 15:00:00,https://www.itch.io/jam/pixel-weekend-jam-1
Delthor's Opinion||Overall||Use of theme||Gameplay & Fun||Visuals||Original idea||Audio & Music,2019-04-20 22:00:00,Delthor Jam #3,24,22.0,10,2019-04-11 22:00:00,https://www.itch.io/jam/delthor-jam-3
Overall||Controls||Mechanics||Graphics||Story,2017-05-16 05:00:00,Spring Jam 2017!,24,1.0,10,2017-04-16 05:00:00,https://www.itch.io/jam/springjam2017
Simplistic||Theme||Entertaining||Graphics||Music and SFX,2019-01-19 18:00:00,Simple Is Better,24,58.0,6,2019-01-16 18:00:00,https://www.itch.io/jam/simple-is-better
Coolness||Innovation||Playfulness||Originality,2018-08-06 06:00:00,AGDG clicker jam,24,15.0,5,2018-07-23 06:00:00,https://www.itch.io/jam/agdg-clicker-jam
Overall||fun||Creativity||Polish||Theme,2018-03-26 08:00:00,GDL - March Madness Jam,24,28.0,5,2018-03-23 08:00:00,https://www.itch.io/jam/gdl-march-madness-jam-2018
Overall||Overall||Improvement||Art||Sound||Gameplay||Innovation,2016-09-01 11:13:14,Watch yourself progress Jam,24,1.0,5,2016-04-20 00:02:03,https://www.itch.io/jam/watch-yourself-progress
Theme||Gameplay||Fun factor||Graphics,2019-03-01 04:00:00,"Edu-Jam 1, $250 in Prizes",24,0.0,6,2019-02-22 13:00:00,https://www.itch.io/jam/edu-jam-med-school-style
Overall||Presentation||Execution||Fun,2017-02-28 12:59:59,Nazi SLAM! Jam,24,2.0,3,2017-01-31 13:00:00,https://www.itch.io/jam/nazislam
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2017-10-12 16:59:59,Weekly Game Jam - Week 13,24,24.0,5,2017-10-06 16:59:59,https://www.itch.io/jam/weekly-game-jam-13
Adapted to Theme||Gameplay||Graphics||Sound,2017-10-06 22:00:00,Hacker Game Jam 2017,24,1.0,1,2017-09-22 22:00:00,https://www.itch.io/jam/hacker-game-jam-2017
Overall||Feedback||Gameplay||Art||Music||SFX,2016-06-06 03:59:59,Jerementor Game Jam,24,11.0,3,2016-06-04 00:00:00,https://www.itch.io/jam/jerementor-game-jam
Overall,2017-06-11 21:59:59,🎤💛Eurovijam💙✨,24,0.0,1,2017-05-08 22:00:00,https://www.itch.io/jam/eurovijam
Gameplay||Theme||Originality||Art||Effort||Audio,2019-09-01 11:00:00,NGD Game Jam 001,24,6.0,3,2019-08-25 11:00:00,https://www.itch.io/jam/ngd-game-jam
Overall||Qualidade da Execução||Inovação e/ou Ineditismo,2018-11-26 01:00:00,FliperJam 2018,24,0.0,19,2018-11-23 21:00:00,https://www.itch.io/jam/fliperjam-2018
Overall||Creativity||Implementation of the theme||Overall impression,2019-03-31 18:00:00,LightNight Jam,24,0.0,2,2019-03-29 19:00:00,https://www.itch.io/jam/lightnight-jam
Overall||Fun||Innovation||Graphics and Sound,2017-04-30 21:59:59,"Scratch Jam 2017 - Topic is ""Sky""",24,49.0,10,2017-03-31 22:00:00,https://www.itch.io/jam/scratch-jam-2017
Overall||Playability||Theme Followed||Completion||Creativity,2017-06-12 03:30:00,FireTruck Game Jam,24,19.0,4,2017-06-09 16:30:00,https://www.itch.io/jam/firetruck
Fits the Theme||Mechanics||Originality||Replayability||Retro Graphics||Retro Sound,2018-04-17 01:00:00,72 Pin Connector Retro Jam,24,83.0,8,2018-04-14 01:00:00,https://www.itch.io/jam/72pc-jam-1
Overall||Equipo que más ayudó a los demás||Mayor logro técnico||Mayor logro estético||Mayor inmmersión||Proyecto que debería tener seguimiento,2016-08-07 22:30:00,Mermelada Inmersiva: ¿Importa? No podrías confirmarlo de todos modos,24,123.0,8,2016-08-05 22:00:00,https://www.itch.io/jam/mermevr
Overall||Gameplay||Graphics||Replay Value||Originality,2017-03-10 08:00:00,Games For Kids Jam,24,3.0,2,2017-01-10 08:00:00,https://www.itch.io/jam/games-for-kids-jam
Overall||Mechanics||Controls||Fun||Content Diversity||Graphics||Visual Effects||Music||Sound Effects||User Interface||Compliance With Topic,2017-02-26 22:16:59,Weekend Crazy Jam,24,15.0,7,2017-02-24 22:00:00,https://www.itch.io/jam/weekend-crazy-jam
Jump scare rate||Sound Effect||Functionality||Origiality,2018-04-29 16:00:00,JUMP SCARE JAM,24,0.0,2,2018-03-01 06:06:36,https://www.itch.io/jam/jump-scare-game-jam
Overall||Diversão (no geral)||Fidelidade ao tema,2017-12-18 20:00:00,BotecoJAM#03,24,10.0,4,2017-12-15 20:00:00,https://www.itch.io/jam/botecojam03
Concept (The game matched the theme/genre)||Playability||Graphics||Replayability||Creativity,2018-12-01 17:00:00,Space Jam,24,7.0,5,2018-11-10 16:00:00,https://www.itch.io/jam/ts-space-jam
Overall||Creativity||Difference From Original||Playability,2015-11-30 05:00:00,NES Box Art Jam,24,0.0,6,2015-11-01 04:00:00,https://www.itch.io/jam/nes-box-art-jam
Overall||Aderência ao Tema||Inovação||Gameplay||Áudio||Visual,2018-05-16 21:00:00,Fatec Ourinhos Jam,24,5.0,9,2018-04-26 03:00:00,https://www.itch.io/jam/fatec-ourinhos-jam
Nota do jurado||Voto popular,2019-06-10 03:59:59,Side Quest IFMS,25,0.0,6,2019-06-06 03:00:30,https://www.itch.io/jam/sidequestifms
Mechanics / Gameplay?||How Yorkshire is the game?||Art / Aesthetics?,2019-02-25 16:30:00,Yorkshire Jam,25,17.0,14,2019-02-23 10:00:00,https://www.itch.io/jam/yorkshire-jam
Overall||Direction artistique||Respect du thème||Musique||Fun,2017-07-16 23:00:00,Construct French Game Jam 5,25,131.0,11,2017-07-13 22:01:00,https://www.itch.io/jam/cfgj5
Overall||Entertainment Value (30% of score)||Educational Value (25% of score)||Increasing Awareness (15% of score)||Increasing Appreciation (15% of score)||Game Elements (15% of score),2018-05-07 03:59:59,"2018 Life.Love. Game Design Challenge ($3,000 in prizes)",25,0.0,7,2018-04-06 04:00:01,https://www.itch.io/jam/2018-lifelove-game-design-challenge
Overall||Grand Prize||Best Art||Best Student Game||Best Design||Best Abstract Game,2016-08-08 02:30:00,San Diego Game Jam,25,52.0,13,2016-08-06 01:30:00,https://www.itch.io/jam/sdgamejam
Overall||Engine Obscurity||Engine Obsolescence||Engine Bustedness||Creativity||Style,2017-08-20 23:00:00,Broken Engine Jam!,25,0.0,2,2017-08-17 23:00:00,https://www.itch.io/jam/broken-engine-jam
Overall||Aesthetic||Entertainment Value||Use of Bolt,2019-04-15 03:59:59,Bolt Jam #5,25,16.0,8,2019-04-05 04:00:00,https://www.itch.io/jam/bolt-jam-5
Overall||Creativity||Customization||Writing,2019-08-22 21:00:00,Creative Cutscene Contest,25,110.0,10,2019-08-15 21:00:00,https://www.itch.io/jam/c3
Overall||Quality of Gameplay||Gameplay Relavence (to Scenario)||Genre Relavence (to Scenario),2016-08-31 05:00:00,DystopiJam,25,0.0,1,2016-06-01 05:00:00,https://www.itch.io/jam/dystopijam
Overall||Matches Theme?||Enjoyment||Game Mechanics||Art||Music,2017-10-15 21:59:59,48 Secret Jam - October 2017,25,18.0,5,2017-10-13 21:59:59,https://www.itch.io/jam/48-secret-jam-october-2017
Overall||Quality Of Work||Theme,2018-10-31 23:59:59,Jamtober 2018,25,3.0,2,2018-09-30 23:00:00,https://www.itch.io/jam/jamtober2018
Overall||Gameplay||Design||Theme Interpretation,2019-03-31 22:00:00,CCAW JAM,25,45.0,8,2019-03-29 22:00:00,https://www.itch.io/jam/ccaw-jam
Overall||Graphisme||Audio||Game Play||Respect du Thème||Jouabilité,2019-04-30 21:59:59,Game Jam Francophone Episode 5,25,226.0,15,2019-04-14 18:00:00,https://www.itch.io/jam/game-jam-francophone-episode-5
Overall||Respect du thème||Gameplay||Graphisme,2017-11-26 22:59:59,French Game Jam #2,25,3.0,3,2017-11-24 19:30:00,https://www.itch.io/jam/french-game-jam-2
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-09-16 09:00:00,Trijam #36: A 3 hour game jam,25,39.0,9,2019-09-13 09:00:00,https://www.itch.io/jam/trijam-36
Overall||Respect du Thème||GamePlay||Graphisme||Son||Finition,2018-09-30 21:59:59,GameJam Francophone Episode 1,25,167.0,6,2018-09-13 22:00:00,https://www.itch.io/jam/gamejam-francophone-episode-1
Overall||Historia||Arte gráfico||Jugabilidad||Sonido,2018-10-29 05:59:59,Mermelada de Leyendas,25,0.0,3,2018-09-17 05:00:00,https://www.itch.io/jam/leyendas
Originality||Fun Factor||Audio||Graphics||Controls,2019-08-21 00:00:00,Intellivision Jam,25,39.0,9,2019-08-11 00:00:00,https://www.itch.io/jam/intellivision
Overall||Gameplay||Theme/Idea||Art (Graphics/Sounds)||Mixing Team Ideas,2017-12-02 00:00:00,GWJam 2017,25,0.0,2,2017-10-25 23:00:00,https://www.itch.io/jam/gwjam2017
Overall||Estética||Gameplay||Polimento||Adequação ao tema,2018-09-05 02:59:59,IFRJ Game Jam,25,0.0,8,2018-08-31 20:00:00,https://www.itch.io/jam/ifrjam
Overall||Gameplay||Visuals||Music / Sound Effects,2018-04-22 07:00:00,The Code Monkeys Game Jam,25,8.0,4,2018-04-01 07:00:00,https://www.itch.io/jam/the-code-monkeys-game-jam
Overall||Enjoyment||Gameplay||Sights & Sounds||Themeness||Giant Bombitude,2015-12-07 04:59:59,Giant ROM 2,25,183.0,23,2015-11-28 05:00:00,https://www.itch.io/jam/giant-rom-2
Overall,2018-01-06 05:00:00,Missile Command Throwback,25,0.0,10,2018-01-01 05:00:00,https://www.itch.io/jam/missile-command-throwback-
Overall||Overall||Graphics||Sound||Mechanics,2017-08-13 14:00:00,JF 48-Hour Gamejam,26,14.0,6,2017-08-11 14:00:00,https://www.itch.io/jam/jf-48-hour-gamejam
Overall||How Fast-to-Complete||Idea||Gameplay||Graphics,2017-07-07 20:59:59,Summer of Fast-to-Complete Games,26,87.0,12,2017-06-30 21:00:00,https://www.itch.io/jam/fast-to-complete-games
Overall,2017-08-21 21:18:00,Boteco Jam,26,0.0,10,2017-08-18 21:00:00,https://www.itch.io/jam/boteco-jam-1
Overall,2018-04-08 16:15:00,French Game Jam #6 (Récompenses),26,0.0,6,2018-04-02 07:00:00,https://www.itch.io/jam/french-game-jam-6
Overall,2019-02-04 04:59:59,Odd Week Long Game Jam 3,26,0.0,6,2019-01-25 05:00:00,https://www.itch.io/jam/odd-week-long-game-jam-3
Overall||Goal: The player has an objective to accomplish to win the game.||Rules: It is clear what the player must do and cannot do.||Space: The game takes place in a defined space that adds to the interest.||Theme: This jam’s theme is:  “Cyberpunk”||Prototype: This game is a functional Minimum Viable Product / Prototype.,2017-10-21 23:55:00,Spooky Game Jam 2017,26,167.0,10,2017-10-21 00:00:00,https://www.itch.io/jam/spooky-game-jam-2017
Overall||Whimsy||Ride Safety||Fried-Batter-to-Sausage-Ratio||Units of Barrels-O'-Fun,2017-11-13 05:59:00,Phony Island,26,33.0,10,2017-10-30 16:00:00,https://www.itch.io/jam/phony-island
Innovation - Is the game unique? Does it have some feature that stands out?||Gameplay - Is the game fun? Would you want to keep playing?||Art - Does the game look appealing?||Audio - Does the game sound good? Is the audio well designed and executed?||Content - How long does the game last?||Story - Does the game's storyline make sense? Is it well written/imaginative?,2018-01-01 07:59:59,Christmas break jam,26,0.0,5,2017-12-16 18:00:00,https://www.itch.io/jam/christmas-break-jam
Overall||Globale||Fun||Visuel||Son||Originalité||Respect du thème,2018-06-30 19:00:00,French Game Jam (Trinity - Season 1),26,50.0,8,2018-06-23 18:00:00,https://www.itch.io/jam/fgj-s1-trinity
Overall Enjoyment||Use Of Theme||Creativity||Visuals||Gameplay Enjoyment||Audio,2019-06-24 03:59:59,Untitled Game Jam #2,26,30.0,8,2019-06-07 04:00:00,https://www.itch.io/jam/untitled-game-jam-2
Overall||Originality||Creativity||How good was the input method used?||Art and Style||Music And Sounds||Gameplay,2016-09-20 21:00:00,No Touch Screen Or Mouse Challenge,26,15.0,6,2016-09-06 21:00:00,https://www.itch.io/jam/no-touch-screen-chalange
Overall||Jugabilidad||Tema||Audio||Graficos||Originalidad,2019-09-08 18:00:00,Indie Dev Jam en Español #5,26,35.0,8,2019-09-01 18:00:00,https://www.itch.io/jam/indie-dev-jam-es-5
Originality||Fun Factor||Audio||Graphics||Controls,2019-08-12 00:00:00,Mouse Movement Jam,26,57.0,10,2019-08-05 00:00:00,https://www.itch.io/jam/mouse-movement
Overall,2018-10-15 00:00:00,Stout-IGDA Fall 2018 Game Jam,26,0.0,19,2018-10-12 22:00:00,https://www.itch.io/jam/stout-f18-game-jam
Overall,2018-08-08 17:00:00,Circle Of Life Game Jam,26,0.0,1,2018-08-01 04:00:00,https://www.itch.io/jam/circle-of-life
Overall||Aesthetic||Entertainment Value||Use of Bolt,2019-01-12 04:59:59,Bolt Jam #4,27,0.0,7,2019-01-03 05:00:00,https://www.itch.io/jam/bolt-jam-4
Overall||Matches with topic?||Fun Factor||Nice looking art||Catchy music,2017-07-30 10:00:00,48 Secret Jam,27,11.0,2,2017-07-28 10:00:00,https://www.itch.io/jam/48-secret-jam
Overall||Theme||Limitation||Ergonomy/Feel||Polish,2019-06-10 00:00:00,Datapack Jam 2 - A New Custom Entity,27,7.0,4,2019-06-08 00:00:00,https://www.itch.io/jam/datapack-jam-2
Overall||Tema - Importância do Tema||Tema - Criatividade no Uso do Tema||Gameplay - Fluxo||Gameplay - Escolhas Significativas||Arte - Qualidade da produção da arte||Arte - Direção de arte||User Experience - Facilidade de Uso||User Experience - Facilidade de Aprendizagem,2018-09-24 01:00:00,5ª Game Jam UNIVALI,27,0.0,14,2018-09-22 01:00:00,https://www.itch.io/jam/5-game-jam-univali
Overall||Frustration||Unfairness||Confusion||Uncanny valley||Ear destruction||Bugs||Microtransactions,2019-08-25 16:00:00,Game Breaker's Toolkit Jam,27,63.0,15,2019-08-22 16:00:00,https://www.itch.io/jam/game-breakers-toolkit-jam
Overall||Simplicity||audio||WOWIE||Laggy?||Game Design||Fun||Graphics||Inovation,2019-05-02 06:59:59,GameIt! Jam,27,6.0,7,2019-04-25 06:59:55,https://www.itch.io/jam/gameit-jam
Gameplay||Theme||Creativity||Story||Code,2019-05-15 05:00:00,Enter the (Multi-User) Dungeon,27,27.0,4,2019-04-17 05:00:00,https://www.itch.io/jam/enterthemud2
NoRanksPlease?||Gameplay||Graphics||Audio||Theme||Innovation,2019-06-21 11:00:00,NotMoeJam #5 - Decay,27,3.0,2,2019-06-07 11:00:00,https://www.itch.io/jam/notmoejam-5
Overall,2019-06-02 07:05:06,Jam Orígenes,27,0.0,3,2019-05-27 05:00:00,https://www.itch.io/jam/jam-origenes
Like It!||Game Play||Graphics||Music,2019-08-11 03:59:59,RebootApalooza,27,18.0,7,2019-07-15 04:00:00,https://www.itch.io/jam/rebootapalooza
Overall||User Experience||Graphics||Audio||Originality||Theme,2019-03-20 22:00:00,Cactus Jam,27,10.0,4,2019-03-10 22:00:00,https://www.itch.io/jam/cactus-jam
Roligt||Mustachkänsla||Minimalistiskt scope,2018-11-24 21:00:00,Kodsnacks Tvåveckorssylt,28,132.0,12,2018-11-12 04:00:00,https://www.itch.io/jam/kodsnacks-2veckorssylt
Overall||Gotta Go Fast||Uhhh... Meow?||Electric Fur||TEETH||Gangsta's Paradise||Nine Million Steps,2019-07-08 03:00:00,The Hedgehog: The Movie: The Game Jam,28,40.0,9,2019-06-08 03:00:00,https://www.itch.io/jam/the-hedgehog-the-movie-the-game-jam
Gameplay||theme,2018-12-25 23:59:59,Chrismas Jam,28,24.0,9,2018-12-01 00:00:00,https://www.itch.io/jam/chrismas-jam
Overall,2019-01-30 23:00:00,Minecraft Jam,28,0.0,5,2019-01-09 23:00:00,https://www.itch.io/jam/minecraft-jam
Overall||Completeness||Creativity||Style,2017-05-08 03:59:59,CrazyCram Game Jam,28,10.0,5,2017-05-01 12:00:00,https://www.itch.io/jam/crazycram-jam
"Overall||Entertainment value (How engaging the entry is)||Bolt Graphs (Creative use of Bolt, Graph cleanliness, Graph simplicity)||Aesthetic",2018-10-07 04:00:00,Bolt Jam #2,28,0.0,9,2018-10-01 04:00:00,https://www.itch.io/jam/boltjam-2
Overall||Graphismes||Sons||Originalité||Jouabilité||Fun,2016-10-16 21:59:59,MakeAGameFrench 2016,28,173.0,14,2016-10-14 08:00:00,https://www.itch.io/jam/makeagamefrench2016
overall||35ness (theme)||rawr (audio)||stripes (visual)||jungle (mechanics)||yarn (fun),2018-05-04 22:00:00,TigerJ(am),28,39.0,8,2018-04-27 04:00:00,https://www.itch.io/jam/tigerjam
Overall||Respect of the themes||Respect of the Constraint||Game Play||Game Design||Music||Sounds||Graphics,2018-08-27 06:00:00,Games Factory Jam 7,28,15.0,7,2018-08-24 18:00:00,https://www.itch.io/jam/games-factory-7
Gameplay||Grafik||Sound,2019-02-24 18:00:00,miniBeansJam 3,29,92.0,15,2019-02-22 18:00:00,https://www.itch.io/jam/minibeansjam3
Overall||Control mechanics||Fun to play||Completion||Creativity,2017-07-24 14:30:00,FireTruck Game Jam (July 2017),29,35.0,9,2017-07-21 14:30:00,https://www.itch.io/jam/firetruck2
